XCOORD,YCOORD
-77.314456,38.575005
-77.384675,38.843055
-77.506235,38.760783
-77.226972,38.872386
-77.518105,38.797979
-77.227548,38.912010
-77.406106,39.034737
-77.234094,38.780919
-77.373909,38.845108
-77.298860,38.651525
-77.327314,38.785924
-77.286925,38.625321
-77.347467,38.625100
-77.210790,38.832669
-77.196744,38.830496
-77.234368,38.931077
-77.233103,38.925466
-77.226210,38.952736
-77.372393,39.048282
-77.453239,38.988111
-77.221594,38.920150
-77.235898,38.916870
-77.226086,38.919750
-77.207885,38.865903
-77.248587,38.657263
-77.275550,38.776842
-77.188282,38.744621
-77.352380,38.969254
-77.189600,38.734454
-77.348938,38.820230
-77.472155,39.062447
-77.229135,38.780028
-77.287557,38.635494
-77.268100,38.775998
-77.237999,38.785209
-77.198108,38.740898
-77.192379,38.740501
-77.209793,38.724774
-77.194259,38.742024
-77.111361,38.774506
-77.126076,38.764982
-77.230385,38.769866
-77.335224,38.951568
-77.339264,38.944666
-77.374579,39.006257
-77.357827,38.945702
-77.189632,38.832959
-77.274795,38.957967
-77.341458,38.971014
-77.333591,38.973474
-77.317175,38.975579
-77.345302,38.987286
-77.353738,38.967049
-77.354162,38.962312
-77.359163,38.945936
-77.354805,38.957289
-77.234885,38.810937
-77.221645,38.811171
-77.210095,38.811318
-77.307843,38.823948
-77.312609,38.825477
-77.313763,38.766881
-77.250705,38.728090
-77.321386,38.815821
-77.324141,38.812621
-77.325902,38.804086
-77.325758,38.795254
-77.290717,38.787385
-77.301285,38.825670
-77.316019,38.797303
-77.276466,38.788395
-77.273880,38.791700
-77.309183,38.809356
-77.295480,38.798981
-77.320057,38.798617
-77.247583,38.795440
-77.203097,38.846298
-77.196828,38.832411
-77.143246,38.818294
-77.142819,38.822053
-77.152259,38.831994
-77.118839,38.846261
-77.114863,38.844874
-77.151791,38.839554
-77.251275,38.838581
-77.245523,38.882232
-77.242189,38.888246
-77.228634,38.898550
-77.140501,38.845377
-77.227260,38.886684
-77.174670,38.868248
-77.178845,38.860141
-77.223178,38.855263
-77.352702,38.849200
-77.223879,38.900545
-77.225148,38.894820
-77.189923,38.855646
-77.174638,38.869613
-77.227819,38.862956
-77.227424,38.867909
-77.139898,38.856089
-77.150878,38.865701
-77.154432,38.870235
-77.202995,38.933970
-77.172997,38.911806
-77.199748,38.932153
-77.194086,38.941507
-77.201141,38.933046
-77.156104,38.780005
-77.211728,38.946671
-77.184649,38.929779
-77.214516,38.908869
-77.192048,38.953935
-77.256942,38.981768
-77.288455,38.998105
-77.313933,38.999077
-77.205854,38.926744
-77.175782,38.937606
-77.179586,38.901729
-77.238045,38.865415
-77.192738,38.712414
-77.558471,38.792088
-77.368808,38.846341
-77.261946,38.865024
-77.336599,38.855621
-77.275117,38.629285
-77.416780,38.923646
-77.449130,38.786816
-77.448902,38.836612
-77.337208,38.947651
-77.295290,38.637461
-77.307392,38.875160
-77.501364,38.774351
-77.401900,38.959252
-77.241612,38.789957
-77.274047,38.817290
-77.373484,38.847771
-77.221967,38.921869
-77.349352,38.638359
-77.432688,39.014152
-77.419989,39.027130
-77.156995,38.872937
-77.426988,38.892408
-77.081212,38.772322
-77.331778,38.674347
-77.083005,38.794081
-77.162587,38.757602
-77.459767,38.833999
-77.233335,38.914534
-77.269906,38.814957
-77.185128,38.799735
-77.335861,38.950031
-77.396098,38.672093
-77.213925,38.865886
-77.419203,38.925198
-77.199827,38.831046
-77.231104,38.836209
-77.248121,38.935514
-77.340681,38.602166
-77.419915,38.992288
-77.366823,38.934969
-77.368512,38.864500
-77.454366,38.843039
-77.199785,38.900623
-77.305443,38.653860
-77.324751,38.638393
-77.397677,38.880977
-77.347988,38.639561
-77.386539,39.035519
-77.258724,38.865063
-77.076471,38.788956
-77.418542,39.007530
-77.409182,38.952220
-77.131366,38.772173
-77.204910,38.904067
-77.186047,38.834501
-77.401005,38.897230
-77.246546,38.865299
-77.166115,38.751565
-77.356882,38.960432
-77.183373,38.909108
-77.195256,38.924725
-77.539271,38.956185
-77.177070,38.940419
-77.174687,38.940613
-77.438589,38.832386
-77.329542,38.999764
-77.308508,38.835288
-77.592058,38.791908
-77.200078,38.921276
-77.177440,38.934010
-77.153343,38.921730
-77.153126,38.921273
-77.215572,38.909747
-77.413466,38.844031
-77.346558,38.920585
-77.573518,38.749971
-77.400562,38.882119
-77.305323,38.920147
-77.362404,38.923875
-77.391847,38.948222
-77.083393,38.754497
-77.374498,38.948642
-77.363636,38.934845
-77.448718,38.809809
-77.303432,38.902712
-77.303637,38.900892
-77.373358,38.924957
-77.284287,38.634657
-77.525123,38.777915
-77.207583,38.832568
-77.408355,38.907222
-77.376069,38.872651
-77.436470,38.837018
-77.144406,38.720403
-77.418261,38.889203
-77.148648,38.727069
-77.231422,38.874072
-77.168906,38.858212
-77.376697,38.994305
-77.287919,38.769017
-77.277876,38.878162
-77.349298,38.977158
-77.351486,38.973702
-77.327901,38.782231
-77.340164,38.951237
-77.287082,38.742722
-77.136889,38.791874
-77.349632,38.953747
-77.177775,38.780569
-77.226900,38.928749
-77.260985,38.822021
-77.406384,38.864049
-77.336710,38.796535
-77.163882,38.707918
-77.379705,38.949812
-77.314402,38.873770
-77.292827,38.882753
-77.117315,38.707642
-77.304587,38.808222
-77.376556,38.999493
-77.446199,38.900166
-77.230664,38.854019
-77.397039,38.985576
-77.155342,38.804352
-77.302086,38.813843
-77.147512,38.861567
-77.297836,38.876076
-77.383537,38.950333
-77.365527,39.005306
-77.164154,38.871502
-77.170158,38.814267
-77.167555,38.859071
-77.311391,38.942560
-77.171133,38.812711
-77.348190,38.890942
-77.172121,38.812012
-77.280666,38.885550
-77.099150,38.772275
-77.093757,38.773434
-77.090971,38.774037
-77.076951,38.792545
-77.100810,38.714089
-77.062598,38.775054
-77.073312,38.784094
-77.083661,38.766306
-77.077034,38.782541
-77.100307,38.733048
-77.218468,38.692805
-77.366620,38.865706
-77.372682,38.851241
-77.382298,38.877111
-77.436609,38.860172
-77.450328,38.901837
-77.395914,38.878238
-77.370660,38.861419
-77.403938,38.855884
-77.432712,38.848287
-77.272889,38.752355
-77.312014,38.947141
-77.183969,38.769548
-77.112552,38.829787
-77.186583,38.791019
-77.184002,38.775041
-77.169283,38.805214
-77.277032,38.868898
-77.298876,38.881955
-77.113260,38.830426
-77.371563,38.856508
-77.371120,38.859212
-77.434403,38.830108
-77.159549,38.802788
-77.436441,38.827388
-77.403624,38.957381
-77.420841,38.913080
-77.415257,39.045050
-77.633401,38.826983
-77.527654,38.739006
-77.430615,38.827748
-77.342219,38.649802
-77.232956,38.934607
-77.413253,39.040016
-77.405786,38.884179
-77.370153,38.958360
-77.141166,38.768328
-77.135212,38.853543
-77.155864,38.872009
-77.078068,38.783796
-77.171750,38.773060
-77.251768,38.865181
-77.397034,39.008030
-77.304150,38.589850
-77.389523,39.016544
-77.194446,38.828647
-77.233135,38.779179
-77.135798,38.940039
-77.190410,38.894597
-77.206424,38.774303
-77.380869,39.019273
-77.161443,38.741435
-77.369076,38.659335
-77.376980,38.948200
-77.282662,38.887594
-77.300882,38.880905
-77.412247,38.832254
-77.305735,38.877045
-77.452282,38.887186
-77.283414,38.656516
-77.254782,38.807846
-77.121188,38.786322
-77.155634,38.765403
-77.082962,38.748397
-77.436823,38.838567
-77.194367,38.830093
-77.301435,38.644084
-77.157753,38.836338
-77.301549,38.658431
-77.273582,38.678395
-77.422744,38.890741
-77.096146,38.716145
-77.143614,38.711671
-77.276895,38.755568
-77.333286,38.969761
-77.230679,38.918239
-77.185049,38.898958
-77.222007,38.907625
-77.237135,38.756001
-77.250681,38.744988
-77.233215,38.756963
-77.263100,38.775053
-77.218578,38.760393
-77.136828,38.793764
-77.338073,38.946162
-77.342074,38.969242
-77.336346,38.994466
-77.291470,38.967259
-77.328852,38.938447
-77.356021,38.952924
-77.361279,38.942933
-77.356581,38.950896
-77.273453,38.795011
-77.277367,38.810500
-77.271733,38.793687
-77.197164,38.833432
-77.125730,38.846766
-77.118036,38.848333
-77.115897,38.843156
-77.199800,38.841659
-77.149627,38.840974
-77.185504,38.828514
-77.235473,38.836312
-77.113448,38.829383
-77.124420,38.848216
-77.136115,38.847392
-77.227550,38.880635
-77.152208,38.873237
-77.225347,38.856881
-77.282714,38.620943
-77.143502,38.858082
-77.151879,38.866985
-77.204639,38.925892
-77.210461,38.923896
-77.168644,38.949006
-77.127565,38.851060
-77.197567,38.928910
-77.271944,38.841107
-77.382753,38.905597
-77.211505,38.828048
-77.346538,38.933822
-77.487297,39.027565
-77.393223,38.945192
-77.072082,38.794760
-77.352776,38.660272
-77.266293,38.871603
-77.460026,38.879585
-77.216086,38.775833
-77.402945,38.851862
-77.225019,38.758317
-77.336546,38.981279
-77.263639,38.873575
-77.347424,38.980195
-77.325344,38.801508
-77.132700,38.784003
-77.147598,38.943783
-77.362906,38.953848
-77.377381,38.888892
-77.356667,38.966400
-77.364459,38.829358
-77.274476,38.879155
-77.368356,38.828051
-77.389829,39.028713
-77.351667,38.955669
-77.118122,38.842081
-77.363504,38.859037
-77.111803,38.801211
-77.153993,38.804499
-77.246894,38.661769
-77.369037,38.880129
-77.169268,38.856541
-77.247172,38.850165
-77.245647,38.839176
-77.305643,38.974587
-77.376066,38.845178
-77.375695,38.844736
-77.374803,38.844920
-77.375122,38.845368
-77.390600,39.044516
-77.432050,38.834001
-77.121161,38.841063
-77.271182,38.868621
-77.075266,38.796301
-77.231949,38.772441
-77.633650,38.836307
-77.528150,38.754490
-77.374597,38.952207
-77.395971,39.025413
-77.546010,39.141520
-77.551142,39.133184
-77.231114,38.926631
-77.381473,38.862657
-77.382997,38.863034
-77.352499,38.636012
-77.250797,38.810582
-77.403390,38.829910
-77.304212,38.656442
-77.191550,38.778155
-77.419103,39.049807
-77.158777,38.760851
-77.469003,39.065209
-77.380610,38.909830
-77.219106,38.875830
-77.306735,38.791104
-77.431194,38.894070
-77.242761,38.930003
-77.414596,38.995699
-77.167941,38.804428
-77.224629,38.811151
-77.556616,38.742986
-77.184229,38.765860
-77.360036,38.966051
-77.082982,38.749522
-77.280363,38.806202
-77.145671,38.756521
-77.135396,38.779228
-77.248389,38.797925
-77.364998,38.867250
-77.347230,38.945687
-77.413512,38.887172
-77.256501,38.810727
-77.121209,38.767282
-77.144295,38.943254
-77.261162,38.649327
-77.198140,38.828590
-77.413816,38.942070
-77.396734,38.920860
-77.356188,38.848595
-77.079957,38.798439
-77.304172,38.652645
-77.405606,38.907033
-77.163679,38.778642
-77.336520,38.545788
-77.311794,38.835066
-77.448268,38.866454
-77.255374,38.675684
-77.394607,39.035151
-77.238753,38.918431
-77.368032,38.961394
-77.084111,38.744187
-77.132822,38.716807
-77.677046,38.779508
-77.223890,38.913755
-77.168157,38.718753
-77.151623,38.920440
-77.353982,38.964515
-77.189224,38.730556
-77.444682,38.291564
-77.174005,38.771360
-77.184309,38.779145
-77.230813,38.931907
-77.547444,38.733701
-77.364226,39.010119
-77.067142,38.791903
-77.159633,38.722370
-77.070278,38.771518
-77.291159,38.608888
-77.265207,38.633964
-77.330403,38.560769
-77.269245,38.636838
-77.268087,38.638331
-77.162892,38.886801
-77.447154,38.885647
-77.526721,38.818396
-77.492675,38.784853
-77.506852,38.777852
-77.504002,38.776032
-77.510032,38.779942
-77.512050,38.783222
-77.516871,38.782059
-77.544417,38.909582
-77.515510,38.791784
-77.254344,38.674228
-77.249271,38.663566
-77.519323,38.794381
-77.304457,38.834335
-77.323072,38.679951
-77.453404,39.043519
-77.495311,39.011160
-77.257445,38.666902
-77.308170,38.617102
-77.486294,38.304069
-77.317336,38.682583
-77.252974,38.662661
-77.543187,38.214466
-77.466783,38.472217
-77.514275,38.356952
-77.309455,38.684171
-77.498429,38.345187
-77.359957,38.681033
-77.410440,38.414174
-77.332819,38.666932
-77.332564,38.965956
-77.307120,38.655663
-77.632031,38.818640
-77.533025,38.934721
-77.518319,38.938938
-77.453499,39.049569
-77.294192,38.639550
-77.299197,38.636467
-77.342494,38.643554
-77.294584,38.650978
-77.518030,38.921410
-77.297918,38.638188
-77.269344,38.657307
-77.310578,38.628732
-77.337160,38.645795
-77.332894,38.640842
-77.578496,38.269873
-77.509409,38.770854
-77.184331,38.756304
-77.487570,38.912863
-77.422965,38.944634
-77.311855,38.653918
-77.309199,38.654588
-77.500586,38.992266
-77.643163,38.815633
-77.635350,38.870747
-77.583779,38.700151
-77.665455,38.782419
-77.403900,38.732232
-77.547281,38.731249
-77.583730,38.292897
-77.545913,38.732693
-77.451442,38.776751
-77.450903,38.778388
-77.458328,38.788695
-77.312151,38.578565
-77.305841,38.587907
-77.313323,38.653357
-77.250283,38.664359
-77.447524,38.793363
-77.259369,38.670590
-77.367095,38.633953
-77.533372,38.766914
-77.520399,38.797633
-77.610827,38.794161
-77.648826,38.749616
-77.194837,38.866236
-77.326270,38.581650
-77.273888,38.630748
-77.630323,38.791296
-77.271378,38.634022
-77.256266,38.652198
-77.249630,38.658188
-77.503788,38.770022
-77.336871,38.643889
-77.253388,38.672224
-77.294681,38.647657
-77.423510,38.730042
-77.294901,38.650072
-77.319795,38.578666
-77.156709,38.872651
-77.568160,38.291331
-77.462286,38.447609
-77.592936,38.770159
-77.469841,38.475138
-77.447058,38.300656
-77.450636,38.836312
-77.528096,38.243701
-77.249415,38.264099
-77.521997,38.292795
-77.500355,38.237134
-77.497502,38.255618
-77.560547,38.290580
-77.436491,38.286468
-77.494802,38.462013
-77.500854,38.347520
-77.426175,38.253047
-77.527453,38.932562
-77.412984,38.473076
-77.432208,38.474376
-77.529298,38.371940
-77.518676,38.246571
-77.417615,38.474501
-77.458987,38.372308
-77.496167,38.343352
-77.510132,38.354589
-77.488244,38.338394
-77.402370,38.449176
-77.506196,39.050643
-77.523448,39.030267
-77.551300,38.276263
-77.495702,38.243951
-77.488596,39.053507
-77.298776,38.650732
-77.414184,38.470848
-77.410192,38.998266
-77.455890,38.366967
-77.518785,38.929211
-77.553319,38.290264
-77.640646,38.162003
-77.735485,38.969005
-77.375433,39.016372
-77.331910,38.261793
-77.394858,39.026681
-77.525206,38.244644
-77.514740,38.181205
-77.561773,38.287565
-77.499365,39.080074
-77.515452,38.295223
-77.437077,38.473761
-77.448313,38.272706
-77.539966,38.261460
-77.403527,39.001898
-77.423125,38.422184
-77.429195,38.311123
-77.514693,38.246869
-77.478314,39.023841
-77.424506,38.978905
-77.420723,38.421807
-77.474375,39.041549
-77.451282,38.315883
-77.482900,38.223726
-77.492816,38.271122
-77.563838,38.400155
-77.405524,38.950608
-77.475865,38.912100
-77.498400,39.033710
-77.412137,38.468525
-77.416818,39.035353
-77.479428,38.996458
-77.434501,38.979067
-77.428973,39.034442
-77.418296,39.032937
-77.409217,38.311993
-77.501881,38.227323
-77.414588,38.420545
-77.512464,38.295879
-77.704985,39.136498
-77.207862,38.277081
-77.504156,39.036096
-77.504576,38.923584
-77.427931,38.989733
-77.562771,38.286154
-77.712571,39.319788
-77.165444,38.257234
-77.473908,38.479041
-77.337185,38.544763
-77.413787,38.467487
-77.609585,38.791909
-77.135086,38.771718
-77.362097,38.974952
-77.360367,38.979712
-77.364843,38.992500
-77.511646,38.248253
-77.051543,38.336333
-77.457525,38.904737
-77.507540,39.046046
-77.330661,38.583872
-77.075326,38.339720
-77.187496,38.739088
-77.164969,38.753998
-77.335663,38.871714
-77.406442,38.461022
-77.366923,38.966273
-77.251431,38.740458
-77.236547,38.928949
-77.503500,38.232846
-77.302958,38.795635
-77.047909,38.352622
-77.424136,39.020977
-77.479292,38.333069
-77.424972,39.024509
-77.424621,39.022719
-77.440597,38.827968
-77.442172,38.875334
-77.257080,38.674833
-77.403461,38.854094
-77.402044,38.445707
-77.618978,38.794233
-77.638268,39.160342
-77.222380,38.875455
-77.426197,38.929795
-77.510903,38.916035
-77.446838,38.981916
-77.542787,38.381921
-77.506962,38.352310
-77.368612,38.950787
-77.527811,38.797524
-77.461969,38.884336
-77.249060,38.872756
-77.251588,38.872602
-77.187904,38.896961
-77.495154,38.257145
-77.527012,38.290928
-77.171890,38.903467
-77.137234,38.770502
-77.447490,38.297089
-77.596473,39.084435
-77.415848,38.469821
-77.484727,39.026201
-77.221050,38.809717
-77.425511,38.475621
-77.445471,38.837444
-77.342762,38.998958
-77.490505,39.011838
-77.412925,38.825819
-77.227361,38.861401
-77.388210,38.859855
-77.169395,38.870624
-77.337604,38.943807
-77.277167,38.675591
-77.360768,38.857336
-77.372425,38.871495
-77.443505,38.885197
-77.547638,38.237748
-77.534381,38.288829
-77.532964,38.737585
-77.468417,38.324019
-77.709131,38.322684
-77.413726,39.014123
-77.630296,38.900669
-77.105836,38.780059
-77.329389,38.989318
-77.350967,38.634005
-77.362698,38.691552
-77.505610,38.226856
-77.340403,38.648112
-77.377387,38.985878
-77.363004,38.960596
-77.450108,39.044250
-77.430017,38.838633
-77.370867,38.870654
-77.223207,38.902415
-77.395690,38.473449
-77.362278,38.962381
-77.412316,39.015957
-77.224567,38.897909
-77.239332,38.901732
-77.422184,39.006855
-77.300715,38.799603
-77.365206,38.966141
-77.451526,38.276274
-77.496327,38.723669
-77.450235,38.274822
-77.514672,39.094409
-77.203578,38.811548
-77.541398,38.938262
-77.525150,38.792328
-77.459245,39.060468
-77.601591,38.148035
-77.589393,38.200999
-77.499040,38.244539
-77.423441,38.457270
-77.554727,38.281630
-77.266298,38.641514
-77.494784,38.962941
-77.585663,38.763453
-77.577882,38.757493
-77.341066,38.674665
-77.244242,38.776170
-77.411439,38.834081
-77.080503,38.797820
-77.283666,38.671390
-77.261095,38.708673
-77.280945,38.727869
-77.103464,38.731366
-77.646290,38.813447
-77.363554,38.659396
-77.320519,38.569620
-77.486858,38.827851
-77.519369,38.800689
-77.158768,38.779562
-77.234168,38.743337
-77.225690,38.736082
-77.244022,38.913606
-77.376711,38.992057
-77.386908,38.862083
-77.248233,38.745808
-77.372302,38.992317
-77.691741,39.142294
-77.540087,39.152923
-77.300910,38.753224
-77.278641,38.677668
-77.310041,38.762585
-77.308304,38.760204
-77.384515,38.827260
-77.498946,38.772805
-77.484035,39.050633
-77.331427,38.648113
-77.439529,38.661722
-77.544901,38.271686
-77.225903,38.889894
-77.264204,38.714526
-77.611799,38.810290
-77.451760,38.471767
-77.638555,38.818798
-77.293506,38.682122
-77.422653,39.042825
-77.276898,38.677497
-77.414555,39.007171
-77.472460,38.984964
-77.429430,38.896660
-77.175905,38.936284
-77.328397,38.663933
-77.419707,38.474764
-77.319427,38.652034
-77.435408,38.328739
-77.417781,38.921252
-77.409560,38.466676
-77.501940,38.235039
-77.147855,38.871227
-77.149790,38.873313
-77.453073,38.305370
-77.283592,38.678770
-77.210644,38.704896
-77.279424,38.735524
-77.406350,38.456526
-77.518346,38.941134
-77.699751,39.136139
-77.385177,38.882792
-77.084079,38.335468
-77.636314,38.812101
-77.143742,38.754686
-77.283288,38.944541
-77.284574,38.950556
-77.153287,38.770462
-77.229165,38.922307
-77.533518,38.278453
-77.418200,38.467410
-77.447103,38.898194
-77.504911,38.229603
-77.154203,38.769155
-77.211747,38.742160
-77.215093,38.868398
-77.206811,38.717153
-77.326196,38.947144
-77.246623,38.794396
-77.331706,38.558692
-77.559066,38.233615
-77.455290,38.317179
-77.531717,39.096927
-77.409069,38.976734
-77.505549,38.240246
-77.301113,38.883361
-77.451162,38.313629
-77.538392,38.269912
-77.182823,38.707426
-77.540296,38.259100
-77.174466,38.874526
-77.641066,38.817061
-77.452958,38.224122
-77.429621,38.395701
-77.521159,38.923654
-77.402120,38.847571
-77.187076,38.791066
-77.332725,38.949143
-77.634206,38.308013
-77.538613,38.288937
-77.456984,38.363974
-77.150101,38.239018
-77.400102,38.925173
-77.405587,38.463900
-77.509212,38.193267
-77.521571,38.364765
-77.408500,38.880037
-77.095279,38.785313
-77.457972,38.351060
-77.518786,38.293986
-77.319666,38.974676
-77.492217,38.263464
-77.281565,38.633767
-77.507510,38.221321
-77.460767,38.468752
-77.545439,38.939583
-77.483170,38.272043
-77.123906,38.766027
-77.265272,38.643483
-77.139562,38.819894
-77.520376,38.361648
-77.250965,38.745830
-77.236528,38.755600
-77.233374,38.757484
-77.494091,38.249174
-77.429135,39.004934
-77.334172,38.590056
-77.465853,38.376554
-77.495510,38.264240
-77.582442,38.263934
-77.505982,38.251062
-77.427097,38.978957
-77.334542,38.595281
-77.531625,38.289283
-77.599038,38.793611
-77.517759,38.358919
-77.498716,38.249682
-77.452958,38.224122
-77.662908,38.166456
-77.374606,38.611901
-77.371850,38.507591
-77.426212,38.421909
-77.521540,38.133639
-77.499160,38.241710
-77.499389,38.254367
-77.333035,38.552531
-77.602499,38.792427
-77.609171,38.789475
-77.576565,38.292305
-77.630931,38.793605
-77.204026,38.276153
-77.565911,38.783226
-77.143616,38.265047
-77.405559,38.231643
-77.496510,38.260757
-77.486467,38.480736
-77.531890,38.285697
-77.408188,38.422041
-77.407825,38.425504
-77.303677,38.586822
-77.273969,38.776603
-77.164380,38.924386
-77.160888,38.924196
-77.517158,38.785087
-77.333743,38.963359
-77.315760,38.650135
-77.547866,38.775393
-77.337578,38.853910
-77.612558,39.146398
-77.368967,38.879935
-77.337924,38.850989
-77.294569,38.661502
-77.487492,39.043563
-77.713037,39.136691
-77.528126,38.820328
-77.231188,38.938708
-77.232436,38.936191
-77.339310,38.541382
-77.235965,38.929237
-77.284271,38.627488
-77.716696,39.136787
-77.231270,38.770372
-77.284606,38.670978
-77.455052,38.840770
-77.640419,38.843036
-77.539076,38.907203
-77.666368,38.784938
-77.333383,38.962131
-77.410661,38.627899
-77.572449,39.084429
-77.515733,38.778205
-77.606388,38.783965
-77.244727,38.837579
-77.283769,38.632485
-77.141007,38.866124
-77.235324,38.717280
-77.541655,38.734981
-77.516153,38.786790
-77.146791,38.868592
-77.618081,38.801554
-77.303570,38.879179
-77.279485,38.730901
-77.361256,38.946927
-77.375414,39.002504
-77.507329,39.068689
-77.633666,38.880819
-77.233173,38.756566
-77.385253,38.485634
-77.543697,39.273628
-77.323721,38.927185
-77.447245,38.795189
-77.400684,39.034599
-77.424879,38.914731
-77.335634,38.857316
-77.184058,38.723681
-77.519992,38.296252
-77.182687,38.724666
-77.302959,38.793868
-77.303087,38.810400
-77.516247,38.306319
-77.279770,38.878323
-77.372271,38.957852
-77.523176,38.355619
-77.362821,38.957197
-77.452557,38.879226
-77.512661,38.744122
-77.218837,38.918994
-77.572801,38.752482
-77.424032,38.928308
-77.553844,39.129806
-77.315493,38.629744
-77.334635,38.549050
-77.443839,38.979390
-77.404885,39.023986
-77.076358,38.789546
-77.076230,38.790535
-77.421328,39.046703
-77.515547,39.087812
-77.364719,38.855149
-77.483826,38.978202
-77.420109,38.915464
-77.313734,38.833008
-77.056196,38.348719
-77.510747,38.268514
-77.139685,38.845789
-77.367283,38.521949
-77.537043,38.240716
-77.446690,38.798277
-77.407412,38.951134
-77.307604,38.585590
-77.368394,38.522013
-77.516433,38.355449
-77.548879,38.940929
-77.122018,38.853181
-77.194687,38.954831
-77.193237,38.954299
-77.079878,38.798537
-77.433669,39.027810
-77.429055,39.027744
-77.519134,38.354677
-77.471155,38.740870
-77.468686,38.742007
-77.486005,38.916210
-77.304891,38.932121
-77.606813,38.790694
-77.371061,38.611562
-77.289430,38.624304
-77.422273,38.874413
-77.503764,38.988768
-77.523025,38.899709
-77.272394,38.879420
-77.626262,38.792265
-77.286149,38.669422
-77.278961,38.673104
-77.450951,39.049781
-77.226996,38.876808
-77.444664,38.748455
-77.276803,38.633214
-77.365983,38.515184
-77.069632,38.775892
-77.629050,38.908124
-77.631541,38.893402
-77.646666,38.750881
-77.116467,38.724838
-77.296678,38.598516
-77.340345,38.876644
-77.371755,38.522595
-77.428031,38.947231
-77.604857,38.791786
-77.526964,39.030057
-77.600702,38.779029
-77.606453,39.076772
-77.520341,39.041389
-77.072940,38.795181
-77.299764,38.659898
-77.521137,38.804993
-77.326395,38.790001
-77.563802,38.992265
-77.691234,39.145348
-77.404749,38.956232
-77.552052,39.099386
-77.557105,39.098598
-77.373801,38.845645
-77.331154,38.561402
-77.114203,38.830103
-77.472844,38.737119
-77.154975,38.872213
-77.227553,38.865499
-77.213733,38.864743
-77.197390,38.866090
-77.192709,38.710668
-77.164462,38.741294
-77.192885,38.709100
-77.171104,38.733141
-77.567054,38.853520
-77.575780,38.855730
-77.518063,38.923979
-77.180475,38.931534
-77.411368,38.950384
-77.464307,38.714741
-77.467105,38.715059
-77.302798,38.800487
-77.327066,38.650166
-77.249071,38.774072
-77.256446,38.708123
-77.333953,38.668881
-77.355222,38.856565
-77.423059,38.838877
-77.511495,39.026442
-77.542632,38.958476
-77.527848,38.988184
-77.333306,38.553446
-77.547823,39.271528
-77.511207,39.016996
-77.407235,38.953618
-77.407577,39.033231
-77.455517,38.876140
-77.157340,38.762499
-77.534700,38.766559
-77.291148,38.621562
-77.174425,38.932092
-77.547970,39.270273
-77.349155,38.678053
-77.428338,38.633469
-77.186440,38.813162
-77.116866,38.845568
-77.444116,38.645286
-77.344628,38.676171
-77.402933,39.025211
-77.750892,39.067321
-77.336783,38.948677
-77.199085,38.931449
-77.418644,38.631174
-77.208216,38.924960
-77.120631,38.846888
-77.225962,38.858885
-77.227489,38.866745
-77.522481,38.808394
-77.294720,38.609733
-77.384865,39.021380
-77.304240,38.780093
-77.358715,38.659477
-77.085305,38.742322
-77.227610,38.882016
-77.266070,38.811443
-77.400056,39.036364
-77.216917,38.758731
-77.202842,38.902576
-77.433517,38.894995
-77.399721,39.051609
-77.321013,38.680773
-77.325320,38.798882
-77.281686,38.873449
-77.431864,38.844808
-77.226455,38.915391
-77.290149,38.650843
-77.440610,38.658435
-77.240259,38.810897
-77.433440,38.734250
-77.171708,38.774945
-77.200236,38.866049
-77.165209,38.818112
-77.313252,38.629197
-77.441170,38.826173
-77.132942,38.773398
-77.299290,38.786667
-77.258418,38.681268
-77.389402,38.860921
-77.302438,38.650894
-77.260150,38.672772
-77.342348,38.656838
-77.265266,38.864981
-77.334466,38.957990
-77.366087,38.861232
-77.136475,38.788165
-77.236026,38.875106
-77.171157,38.837372
-77.349637,38.852409
-77.393345,38.841147
-77.327291,38.677673
-77.449997,38.855783
-77.171083,38.768673
-77.404841,38.839995
-77.194761,38.777558
-77.317627,38.631234
-77.378250,38.860527
-77.302411,38.787585
-77.344695,38.833730
-77.166919,38.837756
-77.274727,38.634171
-77.283592,38.678770
-77.223342,38.901929
-77.186586,38.782365
-77.348340,38.849669
-77.342758,38.850420
-77.316732,38.652569
-77.411355,38.839484
-77.238814,38.836825
-77.360762,38.608265
-77.497346,38.920685
-77.268852,38.676775
-77.320392,38.634096
-77.382750,39.050782
-77.227072,38.931921
-77.415068,39.037158
-77.322021,38.941423
-77.174147,38.825289
-77.227991,38.924901
-77.275875,38.618850
-77.334310,38.831756
-77.168730,38.777731
-77.345391,39.000472
-77.422117,38.835437
-77.190145,38.829431
-77.351910,38.954884
-77.425409,39.027582
-77.184199,38.801986
-77.203978,38.831531
-77.225857,38.918569
-77.439914,38.837085
-77.372422,38.926990
-77.261851,38.839797
-77.506437,38.767266
-77.384130,38.874043
-77.245694,38.837702
-77.068961,38.786560
-77.434604,38.886816
-77.520581,38.787737
-77.211286,38.699963
-77.219409,38.853545
-77.136305,38.786753
-77.143275,38.767143
-77.292314,38.636706
-77.267758,38.883047
-77.145926,38.782114
-77.308959,38.583740
-77.333764,38.673095
-77.404859,38.900002
-77.456480,38.834780
-77.189063,38.778564
-77.334212,38.592821
-77.150747,38.781130
-77.179992,38.772379
-77.288281,38.826380
-77.232980,38.933052
-77.255271,38.942846
-77.272000,38.654639
-77.393809,39.049771
-77.463675,38.891110
-77.447339,39.007739
-77.303398,38.627396
-77.171854,38.778142
-77.226833,38.874521
