XCOORD,YCOORD
-75.485210,37.924095
-75.370890,37.937280
-75.365440,37.934009
-75.361480,37.931744
-76.789630,37.316340
-78.454950,38.033780
-78.514060,38.035240
-78.435420,38.132200
-78.499120,38.071260
-78.508300,38.061380
-78.698960,38.051150
-78.491600,38.062100
-78.488170,38.065840
-78.484350,38.070110
-78.430350,38.020480
-78.478430,38.076690
-78.475840,38.079600
-78.473830,38.081900
-78.470010,38.087420
-78.472750,38.079910
-78.490530,38.082780
-78.498080,38.075390
-78.414450,38.164300
-78.496380,38.066700
-78.447450,38.121200
-78.514470,38.044480
-78.480810,38.074050
-78.480050,38.005450
-78.539850,38.052440
-78.437050,38.129950
-78.464540,38.097060
-78.477380,38.085060
-78.525370,38.048860
-78.468030,38.074070
-78.468040,38.074070
-78.466390,38.067200
-78.488990,38.073140
-78.509770,38.046420
-78.474120,38.090310
-78.465830,38.098050
-78.472710,38.083740
-78.452770,38.113210
-78.339250,37.989740
-78.555310,38.051130
-78.503850,38.057120
-78.471370,38.088310
-78.467990,38.092070
-78.541570,38.051740
-78.394040,38.012020
-78.488050,37.994020
-78.497840,38.000640
-78.527180,38.050100
-78.460450,38.056010
-78.524640,38.026520
-78.486640,38.084320
-78.443880,38.030480
-78.700770,38.069530
-78.455410,38.031640
-78.508960,38.008410
-78.416230,38.160090
-78.458250,38.102770
-78.438770,38.026530
-78.434690,38.023910
-78.480950,38.003790
-78.448110,38.038940
-78.441480,38.125790
-78.523830,38.047630
-78.707730,38.050550
-78.704410,38.051050
-78.513040,38.049950
-78.440170,38.028490
-78.402510,38.185410
-78.424100,38.149070
-78.378718,38.008996
-78.508108,38.008776
-78.462194,38.062052
-78.431010,38.021464
-78.548931,38.050778
-79.966880,37.775420
-79.968050,37.774150
-79.990650,37.779280
-79.964650,37.774050
-79.969170,37.776690
-79.975250,37.777500
-78.935660,38.289110
-79.008290,38.202260
-79.034890,38.034650
-78.992900,38.109300
-78.912400,38.284960
-79.064920,38.124970
-78.967120,38.097510
-78.953230,38.056140
-78.971980,38.240340
-79.010060,38.042550
-79.049250,38.030190
-79.032400,38.125460
-79.065850,38.122190
-79.032040,38.181050
-79.016060,38.195740
-79.025600,38.037830
-78.981640,38.087210
-79.001360,38.194440
-78.969320,38.098990
-79.005130,38.205160
-79.037390,38.129200
-78.996680,38.044420
-78.939580,38.061870
-78.991660,38.080520
-78.990020,38.082220
-78.987550,38.083620
-79.038790,38.033200
-79.140120,38.071320
-79.058060,38.122090
-79.031840,38.013780
-79.017750,38.116650
-78.979870,38.089700
-78.942870,38.087820
-79.007550,38.042940
-78.979650,38.105020
-79.054140,38.030240
-78.943120,38.060200
-78.981690,38.105850
-78.931510,38.288353
-78.934268,38.288892
-77.982590,39.151730
-77.981400,39.151110
-78.139490,39.060510
-78.083950,39.082800
-78.004640,39.168160
-78.020720,39.173310
-77.958920,39.146000
-77.976590,39.161800
-77.977280,39.160690
-77.979330,39.157480
-78.150020,39.038610
-77.987930,38.510360
-77.917620,38.677750
-77.894340,38.503750
-77.952680,38.473140
-77.856400,38.512920
-77.978040,38.445750
-77.991550,38.498840
-77.969810,38.484930
-77.966380,38.485960
-77.992130,38.496780
-77.965150,38.443840
-77.767780,38.582970
-77.800590,38.620890
-77.766570,38.737630
-77.801190,38.562440
-77.770390,38.734790
-77.641360,38.655370
-77.716950,38.766470
-77.773400,38.732590
-77.682250,38.777520
-77.765070,38.576020
-77.946860,39.003390
-77.787200,38.686430
-77.788100,38.694910
-77.854680,38.866280
-77.692390,38.500100
-77.815890,38.536140
-77.760690,38.586120
-77.767080,38.580280
-77.683910,38.753480
-77.703720,38.717420
-78.312610,37.899760
-78.218360,39.083130
-78.134410,39.184720
-78.155500,39.161160
-78.190600,39.140270
-78.178410,39.209930
-78.184770,39.211680
-78.141180,39.215810
-78.139130,39.184830
-78.214180,39.080980
-78.137030,39.217700
-78.277380,39.029870
-78.203400,39.080740
-78.152460,39.159890
-78.197730,39.190950
-78.199760,39.190920
-78.180030,39.210390
-78.182790,39.211160
-78.216130,39.081930
-78.191040,39.215020
-78.192070,39.120770
-78.190690,39.120130
-78.122130,39.167410
-78.149090,39.210830
-78.193360,39.079350
-78.156700,39.159330
-78.125390,39.186780
-78.159320,39.157860
-78.119300,39.187190
-78.112390,39.188340
-78.158740,39.127390
-78.186120,39.097850
-78.191470,39.133820
-78.142820,39.214790
-78.160700,39.144750
-78.085630,39.290980
-78.083810,39.290640
-78.082790,39.290450
-78.145920,39.157120
-78.146500,39.081830
-78.143270,39.192260
-78.131460,39.149880
-78.178990,39.076270
-78.115950,39.180480
-78.192830,39.129010
-78.208040,39.191330
-78.177130,39.093800
-78.129910,39.186060
-78.098250,39.185390
-78.175050,39.208660
-78.202850,39.190920
-78.193430,39.126960
-78.196200,39.121030
-78.158400,39.124490
-78.202030,39.244570
-78.159390,39.163530
-78.119410,39.166830
-78.212350,39.080720
-78.138640,39.216980
-78.136230,39.218040
-78.132200,39.219670
-78.134410,39.221160
-78.110260,39.164750
-78.096228,39.256166
-78.149003,39.085471
-78.146578,39.081806
-78.152275,39.085754
-78.155107,39.097603
-78.225296,39.194480
-78.369350,38.233230
-78.386130,38.207820
-78.443410,38.291720
-78.420160,38.283290
-78.398080,38.250230
-78.371930,38.233570
-78.367170,38.238080
-78.002800,38.024500
-77.992820,38.019950
-78.186230,38.070830
-78.219480,37.970700
-78.002030,38.023820
-77.908800,38.010770
-78.212780,37.978220
-78.000080,38.022290
-78.210876,37.980553
-78.209270,37.979620
-78.214850,37.975860
-78.252770,38.379170
-78.284990,38.346980
-78.241890,38.391410
-78.269510,38.365540
-78.263850,38.371560
-77.747570,38.347420
-77.956830,38.266080
-77.728220,38.326110
-77.778761,38.312080
-77.810369,38.304924
-78.620610,38.485100
-78.490780,38.660890
-78.480490,38.664080
-79.447710,37.769260
-79.421620,37.797430
-79.426050,37.792990
-79.409060,37.803510
-79.432580,37.775430
-79.418130,37.799430
-79.411520,37.802420
-79.380210,37.743700
-79.407700,37.804160
-78.938670,38.413540
-78.746040,38.562650
-78.618800,38.409410
-78.618800,38.406560
-78.776570,38.632350
-78.777910,38.629960
-78.810490,38.392680
-78.786520,38.613700
-78.650240,38.405770
-78.832300,38.367920
-78.796740,38.617490
-78.764680,38.370810
-78.618630,38.418090
-78.728790,38.376070
-78.936780,38.365510
-78.828700,38.408660
-78.705590,38.385820
-78.862630,38.404860
-78.801020,38.606160
-78.835180,38.415440
-78.796530,38.378210
-78.917020,38.453630
-78.787820,38.608810
-78.870010,38.436820
-78.933380,38.418350
-78.940640,38.412030
-78.870190,38.434760
-78.851380,38.386380
-78.928180,38.357470
-78.926130,38.356830
-78.923550,38.355870
-78.930340,38.377920
-78.778580,38.628700
-78.779980,38.369720
-78.699666,38.388462
-78.855572,38.409222
-78.862588,38.404135
-78.857642,38.394760
-78.860893,38.401604
-78.358910,38.988460
-78.669480,38.651330
-78.361830,38.989240
-78.671680,38.647980
-78.505230,38.881860
-78.517930,38.866980
-78.502740,38.885200
-78.526360,38.879320
-78.526360,38.871550
-78.528670,38.872220
-78.523090,38.869740
-78.673420,38.648430
-78.629010,38.759510
-78.521050,38.872480
-78.514680,38.870770
-78.534000,38.872920
-78.338830,39.005110
-78.192030,38.962130
-78.193450,38.960070
-78.210700,38.903280
-78.099800,38.913130
-78.199710,38.946700
-78.168860,39.007930
-78.178520,38.991550
-78.205000,38.904880
-78.182070,38.984110
-78.189700,38.966000
-78.102200,38.913550
-78.098940,38.916470
-78.199720,38.948160
-77.159156,38.715940
-77.285211,38.885855
-77.357973,39.007185
-77.264205,38.674200
-77.195575,38.897935
-77.196603,38.891224
-77.196404,38.891531
-77.407965,38.871383
-77.429248,38.870220
-77.456833,39.011038
-77.439003,38.886900
-77.450523,38.732070
-77.060624,38.789708
-77.266405,38.840380
-77.069068,38.771856
-77.055680,38.733347
-77.076882,38.743243
-77.388521,38.877464
-77.062315,38.780991
-77.081118,38.743421
-77.443054,38.818594
-77.084396,38.792200
-77.236680,38.923761
-77.080866,38.774020
-77.060564,38.790822
-77.085432,38.759222
-77.057268,38.752568
-77.063684,38.789556
-77.380334,38.895802
-77.081753,38.769710
-77.493186,39.084183
-77.083779,38.759100
-77.189535,38.738044
-77.176106,38.778375
-77.087144,38.740468
-77.140657,38.713802
-77.159226,38.708570
-77.197095,38.709924
-77.205342,38.705658
-77.208595,38.702516
-77.124908,38.720652
-77.111905,38.727071
-77.237458,38.670303
-77.120211,38.723006
-77.385887,38.881684
-77.361392,38.854125
-77.356136,38.851383
-77.394855,38.879910
-77.453258,38.858567
-77.470457,38.909912
-77.395959,38.858603
-77.408557,38.875485
-77.232741,38.931812
-77.432997,38.851522
-77.475727,38.830307
-77.287831,38.652265
-77.266931,38.751520
-77.186893,38.783660
-77.178259,38.774244
-77.184051,38.761779
-77.182294,38.782188
-77.171786,38.777748
-77.185415,38.782165
-77.186276,38.780735
-77.185452,38.777828
-77.183948,38.770708
-77.176036,38.806957
-77.161719,38.801953
-77.185771,38.783790
-77.185094,38.780887
-77.167257,38.805183
-77.186357,38.811918
-77.184662,38.806968
-77.135968,38.784017
-77.196326,38.764583
-77.264398,38.875180
-77.338027,38.874752
-77.335133,38.859805
-77.319687,38.869302
-77.284015,38.875525
-77.301783,38.880389
-77.279374,38.890236
-77.240184,38.865378
-77.235655,38.865465
-77.246072,38.872959
-77.263044,38.872214
-77.235932,38.873652
-77.215072,38.875495
-77.198921,38.875979
-77.191917,38.877513
-77.233951,38.865484
-77.233335,38.873928
-77.210075,38.907214
-77.218932,38.925123
-77.221593,38.912470
-77.226409,38.923547
-77.241190,38.928394
-77.227633,38.914172
-77.223372,38.909715
-77.225316,38.916985
-77.176001,38.778032
-77.193985,38.715051
-77.413213,38.947882
-77.373598,38.953930
-77.128431,38.850740
-77.078538,38.781286
-77.245368,38.932684
-77.636056,38.843702
-77.235333,38.915235
-77.147999,38.819210
-77.359082,38.942013
-77.289729,38.612038
-77.440996,38.838459
-77.237458,38.916330
-77.089012,38.739089
-77.289639,38.655902
-77.384207,38.939820
-77.300586,38.593973
-77.243841,38.665011
-77.151284,38.763737
-77.385896,39.037020
-77.248846,38.810536
-77.452348,38.850417
-77.185500,38.798214
-77.405253,38.860177
-77.513806,38.787568
-77.448202,38.870496
-77.107335,38.729330
-77.416355,38.663936
-77.171157,38.771723
-77.163363,38.822630
-77.442774,39.006379
-77.367322,38.874002
-77.163125,38.740171
-77.318766,38.571182
-77.212940,38.698391
-77.185312,38.936941
-77.538813,39.101121
-77.207527,38.875231
-77.056077,38.742235
-77.593903,38.800900
-77.516808,38.794988
-77.185919,38.796240
-77.312611,38.942574
-77.305661,38.627817
-77.453773,38.881755
-77.378833,38.664589
-77.229062,38.939916
-77.475479,39.001180
-77.355425,38.955020
-77.178594,38.932895
-77.240739,38.777874
