PX,Main,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
2260,BIRCHMOUNT RD,,FLORA DR,,,,110614,13451335,322290.043,4844490.061,43.7421269,-79.2826526,2010-11-19 10:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2262,SHEPPARD AVE W,,MAGELLAN DR,PRIVATE ACCESS,,,10154568,13452238,304004.524,4844190.998,43.7397,-79.50967,2011-05-10 11:20:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2264,DUNDAS ST W,,GLADSTONE AVE,,,,9340201,13466900,310444.783,4834184.949,43.64961,-79.4298,2011-05-27 13:55:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2265,LAWRENCE AVE E,130m EAST OF,LESLIE ST,,,LAWRENCE WALKWAY,10313553,13452657,316515.0264,4843667.0237,43.734837,-79.35434,2011-11-15 11:00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2266,GRANTBROOK ST,88m NORTH OF,BLAKE AVE,,,FINCH CORRIDOR TRAIL,30020100,30020099,310197.2885,4848733.2663,43.780548,-79.432753,2011-11-29 10:15:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2267,TALBOT RD,22m NORTH OF,BLAKE AVE,,,FINCH CORRIDOR TRAIL,30020371,30020370,310910.854,4848891.874,43.781915,-79.423911,2011-11-29 11:25:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2268,PHARMACY AVE,115m NORTH OF,RANNOCK ST,,,GATINEAU HYDRO CORRIDOR TRAIL,30000993,30000992,320958.046,4843135.651,43.730025,-79.299244,2012-02-02 10:50:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2271,LAKE SHORE BLVD W,70m WEST OF,DOWLING AVE,,,,1147347,,309735.382,4832485.283,43.6343,-79.43862,2012-02-28 12:10:00.0,Awaiting SCOOT Control,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2273,YORK GATE BLVD,345m NORTH OF,FINCH AVE W,,,FINCH CORRIDOR TRAIL,30020932,30020931,303085.6475,4846409.6692,43.759629,-79.521079,2011-11-09 10:48:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2274,GERRARD ST E,,ST MATTHEWS RD,BLACKBURN ST,,,1142936,13464296,316459.49,4835882.96,43.66481,-79.35521,2012-09-11 12:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2275,BATHURST ST,70m SOUTH OF,KENTON DR,PRIVATE ACCESS,,FINCH CORRIDOR TRAIL,30020085,,309296.617,4848392.466,43.77748,-79.44395,2011-12-16 10:30:00.0,Awaiting MTSS Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2276,MIDLAND AVE,234m SOUTH OF,MCNICOLL AVE,,,FINCH CORRIDOR TRAIL,30020022,30020021,321573.477,4852312.543,43.81266,-79.2913,2011-11-01 12:20:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2277,KENNEDY RD,261m SOUTH OF,MCNICOLL AVE,PRIVATE ACCESS,,FINCH CORRIDOR TRAIL,30020081,30020057,320769.019,4852106.888,43.81075,-79.301297,2011-11-01 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2278,BELLAMY RD N,98 m SOUTH OF,JARWICK DR,,,GATINEAU HYDRO CORRIDOR TRAIL,30020532,,325857.9971,4847066.8279,43.765142,-79.23821,2012-04-27 09:35:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2279,MARKHAM RD,260m SOUTH OF,BRIMORTON DR,,,GATINEAU HYDRO CORRIDOR TRAIL,30020520,30020519,326536.892,4847734.14,43.771262,-79.22979,2012-03-13 11:30:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2280,QUEENS PARK CRES E,5m SOUTH OF,GROSVENOR ST,,,,30058427,30058425,313663.243,4835529.232,43.66168,-79.38989,2011-05-19 10:37:00.0,Awaiting SCOOT Control,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,1
2281,WILSON AVE,,JAMES FINLAY WAY,PRIVATE ACCESS,DOWNSVIEW PLAZA,,30040978,30040977,306389.002,4842835.819,43.727503,-79.480028,2014-08-27 11:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2282,SHEPPARD AVE E,,ROUGE RIVER DR,,,WEST INTERSECTION,104501,13442803,329999.864,4851493.451,43.805,-79.18665,2011-05-11 11:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2283,KEELE ST,,VICTORY DR,,,,11585125,13453944,306191.879,4842956.856,43.72858,-79.48247,2011-05-25 12:50:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2284,JANE ST,,TROUTBROOKE DR,,,,4723688,13453443,303875.718,4843318.289,43.7318656,-79.5112574,2011-04-21 12:00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2285,WILSON AVE,,AGATE RD,,,,444291,13454300,305954.396,4842658.056,43.725922,-79.485461,2013-03-05 14:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2288,LAWRENCE AVE W,,WESTONA ST,,,,908508,13458934,302570.818,4839481.72,43.69731,-79.52743,2011-10-04 11:26:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2289,SHEPPARD AVE W,,LAURA RD,,,,442987,13452551,303162.471,4843983.906,43.73786,-79.52012,2011-05-17 10:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2290,JANE ST,,WRIGHT AVE,PRIVATE ACCESS,,,7497,13458238,304522.384,4839877.887,43.70085,-79.50322,2011-09-28 14:20:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2296,ELLESMERE RD,,PARKINGTON CRES,PRIVATE ACCESS,,,14249901,13446642,325211.539,4847959.993,43.77332,-79.24623,2011-09-28 11:35:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2297,MIDLAND AVE,,EMBLEM CRT,,,,107365,13445987,322858.97,4848574.991,43.77893,-79.27544,2011-09-14 11:20:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2298,MCLEVIN AVE,,HUPFIELD TRL,PRIVATE ACCESS,,,4968499,13442418,327309.009,4852079.7,43.81036,-79.22003,2012-08-01 11:05:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2299,BEECROFT RD,,CHURCHILL AVE,,,,30034672,30034671,311530.838,4847931.552,43.773312,-79.416196,2012-07-30 11:15:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2300,BEECROFT RD,,ELLERSLIE AVE,,,,30034695,30034674,311498.16,4847657.821,43.771165,-79.416588,2012-07-30 10:30:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2301,HUNTINGWOOD DR,,COMMANDER BLVD,,,,105236,13443617,323322.438,4850709,43.798131,-79.269608,2013-05-13 12:40:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2302,TORO RD,,TANGIERS RD,,,,440036,13448994,305804.154,4846496.155,43.76045,-79.48731,2011-09-30 12:30:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2303,TANGIERS RD,,YORK UNIVERSITY BUSWAY,,,,30029060,30029059,305618.167,4847225.967,43.766976,-79.489708,2011-09-22 12:40:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2304,MURRAY ROSS PKWY,110m EAST OF,KEELE ST,PRIVATE ACCESS,SHELL WEST ACCESS,,30029094,30029092,305536.881,4847287.251,43.76756,-79.49064,2011-09-22 14:15:00.0,Awaiting TransSuite Control,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2305,BEECROFT RD,,KEMPFORD BLVD,,,,20233932,20233934,311435.662,4848272.172,43.77645,-79.41734,2012-07-30 12:30:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2306,YONGE ST,,ROXBOROUGH ST W,,,,10759182,13462084,313650.218,4837368.5,43.67822,-79.39,2012-03-20 13:30:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2307,MILNER AVE,,BURROWS HALL BLVD,PRIVATE ACCESS,,,9216812,13443900,327350.188,4850357,43.79485,-79.21961,2012-06-14 10:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2308,BRIMLEY RD,170m SOUTH OF,HUNTINGWOOD DR,PRIVATE ACCESS,,,30002252,,323075.79,4850576.891,43.796929,-79.272709,2012-12-21 13:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2309,NORTH QUEEN ST,137m WEST OF,INDEX RD,PRIVATE ACCESS,PRIVATE ACCESS ON NORTH & SOUTH SIDES,,5999365,,300319.949,4830800.226,43.61912,-79.55527,2011-11-08 13:55:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2310,DANFORTH RD,,BARRYMORE RD,PRIVATE ACCESS,,,109982,13449953,325365.527,4845414.656,43.75042,-79.24442,2012-06-06 12:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2311,GUNNS RD,150m NORTH OF,ST CLAIR AVE W,PRIVATE ACCESS,,,20080371,,307030.056,4836790.643,43.673046,-79.472209,2014-02-07 11:10:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2316,FRONT ST W,,PORTLAND ST,,,,7929987,13468026,312945.258,4833281.4,43.64145,-79.39882,2012-03-20 16:30:00.0,TransSuite,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2317,DUFFERIN ST,,GORDON ST,,,,14016934,13467370,310400.544,4833880.458,43.646814,-79.430379,2012-09-13 12:35:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2318,QUEENS PARK CRES E,,ST JOSEPH ST,,,,30030410,13464371,313560.243,4835883.038,43.664817,-79.391122,2012-11-06 10:45:00.0,Awaiting SCOOT Control,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,1
2319,BRIMLEY RD,,ST ANDREWS RD,APPLEFIELD DR,,,2146326,13448311,324240.605,4846712.092,43.76212,-79.25833,2012-05-30 10:05:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2320,HARBORD ST,,CLINTON ST,,,,14020075,13465154,311570.777,4835374.709,43.660267,-79.415841,2012-10-25 11:50:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2321,OLD KINGSTON RD,,MORRISH RD,,,,106765,13445262,331293.991,4849090.87,43.78332,-79.17062,2012-08-21 13:05:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2322,DANFORTH RD,,MAGNOLIA AVE,,,,111754,13454283,324473.375,4842336.001,43.7227,-79.255664,2012-11-30 12:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2323,DORIS AVE,50m SOUTH OF,HOLLYWOOD AVE,,,,30053443,30053441,312104.189,4847095.045,43.7657779018,-79.4090817869,2011-12-01 13:55:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2324,LAIRD DR,,ESANDAR DR,PRIVATE ACCESS,,,8680811,13457222,315947.992,4840378.537,43.70529,-79.36148,2012-01-18 10:16:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2325,BIRCHMOUNT RD,,FOXRIDGE DR,,,,111794,13454439,322952.625,4842233,43.721814,-79.274485,2012-12-19 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2326,WARDEN AVE,220m SOUTH OF,FINCH AVE E,,,,7514990,,319673.606,4850325.273,43.794746,-79.314969,2013-03-07 11:00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
2327,KING ST W,,DOWLING AVE,,,,8344723,13468619,309738.614,4832748.865,43.636654,-79.438553,2012-11-23 12:05:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2330,SENTINEL RD,,COOK RD,,,,20015398,20015401,304687.98,4847234.347,43.767039,-79.501185,2012-09-17 11:45:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2332,STEELES AVE W,,GIHON SPRING DR,PRIVATE ACCESS,,,906427,13449352,296972.24,4846375.318,43.759258,-79.597022,2013-02-25 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2333,FINCH AVE W,,MILADY RD,,,,30000721,13451124,299596.413,4845041.581,43.74731,-79.564383,2013-02-05 14:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2334,SOUTH KINGSWAY,,MORNINGSIDE AVE,,,,1146606,13467842,306237.31,4833573.652,43.644092,-79.481907,2013-06-27 12:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2335,THE EAST MALL,,VALHALLA INN RD,,,,13969708,13468280,300128.999,4833284.422,43.641464,-79.557686,2014-05-21 00:00:00.0,TransSuite,,SA2,1.2 m/s (FDW based on full crossing),1,0,0,0,4
2337,THE EAST MALL,,YARN RD,,,,8087385,13469206,300447.95,4832266.547,43.632309,-79.553688,2013-06-05 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2338,BONIS AVE,,KING HENRYS BLVD,CARABOB CRT,,,7195813,13445384,321110.375,4849148.001,43.784094,-79.297152,2013-10-11 10:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2344,VICTORIA PARK AVE,,COMBERMERE DR,,,,109580,13449271,319712.555,4846028.47,43.756079,-79.314615,2013-07-11 12:15:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2346,ADELAIDE ST E,,FREDERICK ST,,,,8353507,13466389,315282.428,4834447.214,43.651875,-79.369856,2013-08-07 10:50:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,
2347,LANSDOWNE AVE,,SEAFORTH AVE,,,,14016992,13467935,309826.815,4833421.387,43.642696,-79.437452,2013-07-24 11:15:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2348,LUMSDEN AVE,,WESTLAKE AVE,,,,1224,13458898,320241.838,4839181.645,43.694396,-79.308279,2013-07-31 10:40:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2349,WELLESLEY ST E,,HOMEWOOD AVE,,,,2625665,13464056,314796.213,4836067.727,43.66649,-79.375829,2013-08-08 11:05:00.0,Awaiting SCOOT Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2351,QUEENS QUAY E,,LOWER SHERBOURNE ST,DOCKSIDE DR,,,30015691,13467485,315634.366,4833699.004,43.645156,-79.3655,2013-07-30 12:04:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2355,RANEE AVE,,VARNA DR,,,,4786519,13454478,309161.254,4842441.848,43.723925,-79.445613,2014-01-09 11:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2356,RANEE AVE,,FLEMINGTON RD,,,,10340714,13454578,308918.362,4842370.902,43.723273,-79.448635,2014-01-09 14:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
2362,EGLINTON AVE W,,EMMETT AVE,,,,8725,13461263,304444.031,4838048.5,43.684361,-79.504202,2014-05-27 11:55:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2363,BATHURST ST,,NIAGARA ST,,,,8457361,13467969,312699.204,4833335.098,43.641906,-79.401852,2014-01-29 00:00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,3
2364,LAWRENCE AVE W,,CORONA ST,PRIVATE ACCESS,,,9234701,13455979,308617.528,4841376.319,43.714339,-79.45238,2013-11-19 15:30:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2366,DUNDAS ST W,,STERLING RD,PRIVATE ACCESS,,,8087293,13466754,309380.311,4834306.64,43.650654,-79.443039,2013-11-05 14:26:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,0,0,4
2373,ELLESMERE RD,130m EAST OF,VICTORIA PARK AVE,PRIVATE ACCESS,PARKWAY MALL ENTRANCE,,109415,,319794.017,4846271.895,43.758284,-79.313593,2013-09-04 15:00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2374,BAY ST,,CUMBERLAND ST,,,,7975169,13463382,313667.246,4836519.01,43.670549,-79.389803,2014-03-20 11:00:00.0,,LOCAL,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
2375,DUFFERIN ST,50m SOUTH OF,SPRINGHURST AVE,,,,9234205,,310784.959,4832503.284,43.634435,-79.425616,2014-04-08 00:00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,2
4007,QUEENS QUAY W,,BAY ST,HARBOUR SQ,,,14678340,13468022,314720.6,4833253.134,43.6410962708,-79.3770412486,1963-05-11 00:00:00.0,Aries,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
