DIST,COUNTY,GPS_LAT,GPS_LONG,APPROACH1,APPROACH2,APPROACH3,APPROACH4
1,BALLARD,36.9647953323,-89.0891985176,004 US-51,004 US-51,004 KY-121,004 KY-121
1,BALLARD,37.0727092697,-88.9729022673,004 US-60,004 US-60,004 KY-358,004 KY-358
1,CALLOWAY,36.6238864147,-88.3186908776,018 KY-121,018 KY-121,018 GILBERT GRAVES CIR,018 WALMART DR
1,CALLOWAY,36.6227078634,-88.3243320799,018 KY-121,018 KY-121,018 16TH,018 16TH
1,CALLOWAY,36.6218672693,-88.330441736,018 KY-121,018 KY-121,018 KY-774,018 LOWES DR
1,CALLOWAY,36.6167209878,-88.3243833611,018 KY-748,018 KY-774,018 KY-1327,018 N 16TH ST
1,CALLOWAY,36.6029654255,-88.324418673,018 KY-821,018 KY-822,018 KY-822,018 SYCAMORE ST
1,CALLOWAY,36.6093509569,-88.3243986107,018 KY-94,018 KY-94,018 KY-822,018 16TH ST
1,CALLOWAY,36.605219832,-88.3518906417,018 KY-94,018 KY-94,018 KY-1660,018 ROBERTSON RD
1,CALLOWAY,36.6106133633,-88.3044383924,018 KY-94,018 KY-94,018 6TH,018 6TH
1,CALLOWAY,36.6105884879,-88.3029723298,018 KY-94,018 KY-94,018 5TH,018 5TH
1,CALLOWAY,36.6105956448,-88.3012566733,018 KY-94,018 KY-94,018 3RD ST,018 3RD ST
1,CALLOWAY,36.6125739568,-88.3152015166,018 US-641,018 US-641,018 OLIVE ST,018 OLIVE ST
1,CALLOWAY,36.6105714887,-88.3152247671,018 US-641,018 US-641,018 KY-94,018 KY-94
1,CALLOWAY,36.6028465509,-88.31521083,018 US-641,018 US-641,018 KY-821,018 SYCAMORE
1,CALLOWAY,36.6464057694,-88.3080848609,018 US-641,018 US-641,018 PELLA WAY,018 POOR FARM RD
1,CALLOWAY,36.6275944568,-88.3139529861,018 US-641,018 US-641,018 APPLEBEES,WALMART
1,CALLOWAY,36.6212652386,-88.3149657982,018 US-641,018 US-641,018 MSU STADIUM,CRACKER BARREL
1,CALLOWAY,36.5955648007,-88.3153173291,018 US-641,018 US-641,018 US-641X,018 KY-1550
1,CALLOWAY,36.6085045198,-88.3152200478,018 US-641,018 US-641,018 POPLAR ST,018 POPLAR ST
1,CALLOWAY,36.658720895,-88.3057130169,018 US-641,018 US-641,018 MAX HURST RD, 
1,CALLOWAY,36.6240909254,-88.3148371425,018 US-641,018 US-641,018 KY-121,018 SHOPPING MALL
1,CALLOWAY,36.6390977634,-88.3093668901,018 US-641,018 US-641,018 KY-2075,018 UTTERBACK RD
1,CALLOWAY,36.6520665197,-88.3070807007,018 US-641,018 US-641,018 KY-80,018 KY-80
1,CALLOWAY,36.6170449257,-88.3150837988,018 US-641X,018 US-641X,018 KY-1327,018 KY-1327
1,CALLOWAY,36.617423426,-88.3021117359,018 US-641X,018 US-641X,018 KY-2075,018 CHESTNUT
1,CALLOWAY,36.610586082,-88.3020779541,018 US-641X,018 US-641X,018 KY-94,018 KY-94
1,CARLISLE,36.8733583007,-89.0110830175,020 US-51,020 US-51,020 JENNING ST,020 JENNING ST
1,CRITTENDEN,37.3286928328,-88.0819532985,028 US-60,028 US-641,028 US-641,028 GUM ST
1,CRITTENDEN,37.3329707073,-88.0813467048,028 US-60,028 US-60,028 KY-91,028 KY-120
1,FULTON,36.5126319388,-88.8896495833,038 US-45,038 US-45,038 KY-1648,038 KY-1648
1,GRAVES,36.7416211133,-88.6386506421,042 KY 80,042 KY 80,042 9TH ST,042 9TH ST
1,GRAVES,36.7536306697,-88.653256178,042 KY-121,042 KY-121,042 MEDICAL DR,
1,GRAVES,36.7586904515,-88.6583795112,042 KY-121,042 KY-121,042 EAGLES WAY,042 LUISA LANE
1,GRAVES,36.740655613,-88.6345947358,042 KY-121X,042 KY-121X,042 SOUTH ST,042 SOUTH ST
1,GRAVES,36.7344086135,-88.6344112988,042 KY-121X,042 KY-121X,042 E COLLEGE ST,042 E COLLEGE ST
1,GRAVES,36.7225471447,-88.6272457357,042 KY-121X,042 KY-121X,042 WYATT DR,
1,GRAVES,36.7396365511,-88.6345790484,042 KY-121X,042 KY-121X,042 E WATER ST,042 E WATER ST
1,GRAVES,36.725030238,-88.6285902365,042 KY-121X,042 KY-121X,042 MAYFIELD PLAZA,042 MAYFIELD PLAZA
1,GRAVES,36.7301769575,-88.631857955,042 KY-121X,042 KY-121X,042 KY-303,042 3RD ST
1,GRAVES,36.7160489505,-88.6322697174,042 KY-303,042 KY-303,042 KY 80,
1,GRAVES,36.7416528005,-88.6345938929,042 KY-58,042 KY-58,042 KY-121X,042 6TH ST
1,GRAVES,36.7461763318,-88.6219123301,042 KY-58,042 KY-58,042 KY-121,042 KY-121
1,GRAVES,36.715570767,-88.6219817182,042 KY-80,042 KY-97,042 KY-121,042 KY-121X
1,GRAVES,36.7163890642,-88.6249603864,042 KY-80,042 KY-80,042 KY-121X,
1,GRAVES,36.7551178631,-88.640068267,042 US-45,042 US-45,042 KY-121,042 KY-121
1,GRAVES,36.7888214572,-88.6460540481,042 US-45,042 US-45,042 KY-1276,042 GENERAL ST
1,GRAVES,36.7416277386,-88.6357763924,042 US-45,042 US-45,042 KY-58,042 KY-58
1,GRAVES,36.7426655506,-88.6357907046,042 US-45,042 US-45,042 NORTH ST,042 NORTH ST
1,GRAVES,36.7664022386,-88.6428679551,042 US-45,042 US-45,042 JC PKWY, 
1,GRAVES,36.7406468323,-88.6357780179,042 US-45,042 US-45,042 SOUTH ST,042 SOUTH ST
1,GRAVES,36.7416471136,-88.6370597052,042 US-45,042 US-45,042 KY-80,042 KY-80
1,GRAVES,36.7709607417,-88.6436437906,042 US-45,042 US-45,042 KY-1830, 
1,GRAVES,36.8553274258,-88.6678031108,042 US-45,042 US-45,042 KY-408,042 KY-408
1,HICKMAN,36.6670596129,-88.9936218301,053 US-51,053 US-51,053-KY-58,053 KY-123
1,LYON,37.0986138636,-88.0634871729,072 US-62,072 US-62,072 US-641,072 KY-3305
1,LYON,37.0869104884,-88.087241923,072 US-62,072 US-62,072 KY-93,072 FAIRVIEW AVE
1,LYON,37.0717568637,-88.1250492978,072 US-62,072 US-62,072 DAYS INN DR,072 TRUCK STOP
1,LYON,37.0883197388,-88.0848033605,072 US-62,072 US-62,072 MAIN ST,072 OUTLET AVE
1,MARSHALL,36.8671168327,-88.3603115171,079 KY-348,079 KY-348,079 WALMART,079 ASH
1,MARSHALL,36.8656579756,-88.3561739524,079 KY-348,079 KY-348,079 COMMERCE BLVD,079 JUDICIAL DR
1,MARSHALL,37.0039010511,-88.346321517,079 US-62,079 US-62,079 KY-1523,079 JC PKWY
1,MARSHALL,37.0041483326,-88.3539902669,079 US-62,079 US-62,079 KY-95,079 KY-95
1,MARSHALL,37.003175599,-88.3295323408,079 US-62,079 US-62,079 KENNEDY AVE,079 CAMPBELL DR
1,MARSHALL,36.857560862,-88.3507668034,079 US-641,079 US-641,079 KY-58,079 KY-58
1,MARSHALL,36.8431657069,-88.377558236,079 US-641,079 US-641,079 KY-58,079 KY-58
1,MARSHALL,36.7652395508,-88.3107436107,079 US-641,079 US-641,079 KY-402,079 KY-402
1,MARSHALL,36.8571409838,-88.3498549552,079 US-641,079 US-641,079 KY-58,079 KY-408
1,MARSHALL,36.8642808634,-88.3509069549,079 US-641,079 US-641,079 US-641,079 KY-348
1,MARSHALL,36.8143699651,-88.3507970089,079 US-641,079 US-641S,079 US-641S,079 TOY YORK RD
1,MARSHALL,36.9256747699,-88.3437581732,079 US-68,079 US-68,079 US-641,079 US-641
1,MARSHALL,36.9275403637,-88.3457681421,079 US-68,079 US-68,079 JC PKWY NB, 
1,MARSHALL,36.9285482696,-88.3470976111,079 US-68,079 US-68,079 JC PKWY SB, 
1,MARSHALL,36.9203133319,-88.3387662983,079 US-68,079 US-68,079 US-641, 
1,MCCRACKEN,37.0625343324,-88.6949800488,073 KY-1286,073 KY-1286,073 NEW HOLT RD,073 NEW HOLT RD
1,MCCRACKEN,37.0173733476,-88.5313428925,073 KY-131,073 KY-131,073 KY-284,073 KY-1887
1,MCCRACKEN,37.0131302695,-88.592478736,073 KY-1954,073 KY-1954,073 I-24, 
1,MCCRACKEN,37.0559799573,-88.5801576418,073 KY-284,073 KY-284,073 KY-2187, 
1,MCCRACKEN,37.096542002,-88.6919079448,073 KY-305,073 KY-305,073 KY-998,073 KY-998
1,MCCRACKEN,37.0970792368,-88.6895233862,073 KY-305,073 KY-305,073 I-24 RAMP,
1,MCCRACKEN,37.0978975325,-88.6867244749,073 KY-305,073 KY-305,073 I-24 RAMP,
1,MCCRACKEN,37.0436579258,-88.5695293917,073 KY-450,073 KY-450,073 KY-1954,073 KY-1954
1,MCCRACKEN,37.0704358638,-88.6380314543,073 KY-731,073 KY-731,073 COKE PLANT,073 BROADWAY
1,MCCRACKEN,37.0362097071,-88.6649728301,073 US-45,073 US-45,073 KY-1286,073 KY-1286
1,MCCRACKEN,37.0300958327,-88.6706077988,073 US-45,073 US-45,073 KY-339, 
1,MCCRACKEN,37.0409101758,-88.6599494547,073 US-45,073 US-45,073 LAKEVIEW,073 LAKEVIEW
1,MCCRACKEN,37.0434807072,-88.6574372052,073 US-45,073 US-45,073 KY-3074, 
1,MCCRACKEN,37.0602831445,-88.6396845795,073 US-45,073 US-45,073 KY-1310, 
1,MCCRACKEN,37.0529955508,-88.6479724866,073 US-45,073 US-45,073 KENNEDY RD,073 KENNEDY RD
1,MCCRACKEN,37.0560469572,-88.642525205,073 US-45,073 US-45,073 HIGHLAND BLVD, 
1,MCCRACKEN,37.0646981708,-88.6366993527,073 US-45,073 US-45,073 PARISAL,073 PARISAL
1,MCCRACKEN,37.0329276762,-88.6695917052,073 US-45,073 US-45,073 KY-1322,073 KY-1322
1,MCCRACKEN,37.0521965511,-88.6493989864,073 US-45,073 US-45,073 I-24 RAMP WB, 
1,MCCRACKEN,37.0507375197,-88.6518369864,073 US-45,073 US-45,073 I-24 RAMP EB, 
1,MCCRACKEN,37.0630466761,-88.6385823609,073 US-45,073 US-45,073 HANNAN PLAZA,073 PARKVIEW
1,MCCRACKEN,37.0733705202,-88.6310588923,073 US-45,073 US-45,073 BROADWAY,073 BROADWAY
1,MCCRACKEN,37.0681563945,-88.6278258923,073 US-45,073 US-45,073 28TH,073 28TH
1,MCCRACKEN,37.0713700203,-88.6298238616,073 US-45,073 US-45,073 US-45X,073 WASHINGTON ST
1,MCCRACKEN,37.080429739,-88.6355684232,073 US-45,073 US-45,073 US-60,073 LACLEDE ST
1,MCCRACKEN,37.0744609579,-88.6317663294,073 US-45,073 US-45,073 JEFFERSON,073 JEFFERSON
1,MCCRACKEN,37.0928138948,-88.6320363927,073 US-45,073 US-45,073 KY-305,073 KY-305
1,MCCRACKEN,37.083421395,-88.6335232359,073 US-45,073 US-45,073 US-60X,073 US-60X
1,MCCRACKEN,37.0643209259,-88.6385168926,073 US-45,073 US-45,073 US-62,073 KY-731
1,MCCRACKEN,37.0872314572,-88.5967857676,073 US-45X,073 US-45X,073 KY-3238,073 BROADWAY
1,MCCRACKEN,37.0832047075,-88.6036240489,073 US-45X,073 US-45X,073 9TH ST,073 9TH ST
1,MCCRACKEN,37.0842039887,-88.6011640174,073 US-45X,073 US-45X,073 7TH ST,073 7TH ST
1,MCCRACKEN,37.0826343013,-88.6050382987,073 US-45X,073 US-45X,073 WALTER JETTON BLVD,073 WALTER JETTON BLVD
1,MCCRACKEN,37.0760291133,-88.6213874864,073 US-45X,073 US-45X,073 21ST,073 21ST
1,MCCRACKEN,37.0786202383,-88.6149969231,073 US-45X,073 US-45X,073 16TH ST,073 16TH ST
1,MCCRACKEN,37.0803646446,-88.6106453928,073 US-45X,073 US-45X,073 13TH ST,073 13TH ST
1,MCCRACKEN,37.0731715508,-88.6259429236,073 US-45X,073 US-45X,073 25TH ST,
1,MCCRACKEN,37.084688176,-88.5999625172,073 US-45X,073 US-45X,073 6TH ST,073 6TH ST
1,MCCRACKEN,37.0862304884,-88.5961476421,073 US-45X,073 US-45X,073 US-60X,073 KY-3238
1,MCCRACKEN,37.090796895,-88.6068759239,073 US-45X,073 US-45X,073 US-45X,073 US-60X
1,MCCRACKEN,37.0877553327,-88.598701799,073 US-45X,073 US-45X,073 JEFFERSON,073 JEFFERSON
1,MCCRACKEN,37.0867173952,-88.5980599241,073 US-45X,073 US-45X,073 BROADWAY,073 BROADWAY
1,MCCRACKEN,37.0851981446,-88.5987007045,073 US-45X,073 US-45X,073 S 5TH ST,073 S 5TH ST
1,MCCRACKEN,37.0857106453,-88.5974344549,073 US-45X,073 US-45X,073 US-60X,073 US-60X
1,MCCRACKEN,37.0897703321,-88.606220392,073 US-45X,073 US-45X,073 US-60,073 8TH ST
1,MCCRACKEN,37.091641715,-88.6011667489,073 US-45X,073 US-45X,073 4TH STREET,073 EXECUTIVE BLVD
1,MCCRACKEN,37.0728014889,-88.6995044867,073 US-60,073 US-60,073 KY-998,073 KY-998
1,MCCRACKEN,37.0669772077,-88.8347405492,073 US-60,073 US-60,073 KY-1154, 
1,MCCRACKEN,37.072759176,-88.7606190488,073 US-60,073 US-60,073 KY-305,073 KY-305
1,MCCRACKEN,37.0668391137,-88.8003361109,073 US-60,073 US-60,073 KY-996,073 KY-996
1,MCCRACKEN,37.0524155821,-88.568592361,073 US-60,073 US-60,073 WALMART,073 WALMART
1,MCCRACKEN,37.0541741136,-88.5701066426,073 US-60,073 US-60,073 WALMART,073 WENDYS
1,MCCRACKEN,37.0803899889,-88.6745400174,073 US-60,073 US-60,073 FRIEDMAN LN,073 FRIEDMAN LN
1,MCCRACKEN,37.045739114,-88.552307548,073 US-60,073 US-60,073 JIMAR DR,073 JIMAR DR
1,MCCRACKEN,37.0690532698,-88.612535486,073 US-60,073 US-60,073 KY-994,073 MAYFIELD RD
1,MCCRACKEN,37.0765377072,-88.6871817046,073 US-60,073 US-60,073 CENTER MALL,073 MOTEL 6
1,MCCRACKEN,37.0654636759,-88.5989926105,073 US-60,073 US-60,073 BROWN,073 BROWN
1,MCCRACKEN,37.0837004883,-88.6495068617,073 US-60,073 US-60,073 KY-731,073 DOWNS DR
1,MCCRACKEN,37.0838101452,-88.6616142671,073 US-60,073 US-60,073 ALLEN LN,073 ALLEN LN
1,MCCRACKEN,37.0558436134,-88.6605072363,073 US-60,073 US-60,073 PCC ENTRANCE,073 PCC ENTRANCE
1,MCCRACKEN,37.0788592386,-88.6795718297,073 US-60,073 US-60,073 I-24 RAMP WB, 
1,MCCRACKEN,37.0781099891,-88.6820000171,073 US-60,073 US-60,073 I-24 RAMP EB, 
1,MCCRACKEN,37.0774208011,-88.6842540177,073 US-60,073 US-60,073 JAMES SANDERS BLVD,073 JAMES SANDERS BLVD
1,MCCRACKEN,37.0493123946,-88.5652435173,073 US-60,073 US-60X,073 US-60X,073 KY-1954
1,MCCRACKEN,37.0794934572,-88.6774825803,073 US-60,073 US-60,073 COLEMAN,073 COLEMAN
1,MCCRACKEN,37.070749239,-88.6175861115,073 US-60,073 US-60,073 21ST,073 21ST
1,MCCRACKEN,37.0578120202,-88.5824463295,073 US-60,073 US-60,073 KY-284/BRIDGE ST,073 KY-284/BRIDGE ST
1,MCCRACKEN,37.0835148015,-88.6375509856,073 US-60,073 US-60,073 PARK,073 PARK
1,MCCRACKEN,37.0755863639,-88.6903263923,073 US-60,073 US-60,073 NEW HOLT RD,073 WEST MALL ENTRANCE
1,MCCRACKEN,37.0739370085,-88.6957608119,073 US-60,073 US-60,073 OLIVET CHURCH CROSSING,073 CONCORD ELEMENTARY SCHOOL
1,MCCRACKEN,37.0719614933,-88.7293355589,073 US-60,073 US-60,073 MCCRACKEN COUNTY SCHOOL COMPLEX,
1,MCCRACKEN,37.0864226451,-88.6144779544,073 US-60X,073 US-60X,073 KY-305,073 13TH ST
1,MCCRACKEN,37.0590323634,-88.5709637356,073 US-60X,073 US-60X,073 BETHEL ST,073 BETHEL ST
1,MCCRACKEN,37.0874478329,-88.6151332988,073 US-60X,073 US-60X,073 KY-305,073 13TH ST
1,MCCRACKEN,37.0616931765,-88.5762297668,073 US-60X,073 US-60X,073 LOCUST,073 LOCUST
1,MCCRACKEN,37.0832892697,-88.6258687366,073 US-60X,073 US-60X,073 21ST,073 21ST
1,MCCRACKEN,37.0572027387,-88.6559439549,073 US-62,073 US-62,073 I-24 RAMP EB, 
1,MCCRACKEN,37.0577985826,-88.6539278609,073 US-62,073 US-62,073 I-24 RAMP, 
1,MCCRACKEN,37.0463513637,-88.6970973303,073 US-62,073 US-62,073 NEW HOLT RD, 
1,MCCRACKEN,37.0518196763,-88.673729236,073 US-62,073 US-62,073 KY-1286,073 KY-1286
1,MCCRACKEN,37.0094568946,-88.5083608925,073 US-62,073 US-62,073 US-68,073 US-68
1,MCCRACKEN,37.0538898085,-88.6670852783,073 US-62,073 US-62,073 PECAN DR,
1,MCCRACKEN,37.0383413852,-88.722271618,073 US-62,073 US-62,073 MCCRACKEN BLVD, 
1,MCCRACKEN,37.036173195,-88.5363858822,073 US-62/ US-60,073 US-62,073 US-60,073 US-60
1,TRIGG,36.8798537076,-87.7380141104,111 US-68,111 US-68,111 BROADBENT BLVD,
1,TRIGG,36.8662786722,-87.7961501955,111 US-68,111 US-68,111 US-68X, 
1,TRIGG,36.8673515508,-87.8122545168,111 US-68X,111 US-68X,111 LAKOTA, 
1,TRIGG,36.8601084257,-87.8395379232,111 US-68X,111 US-68X,111 KY-139,111 KY-139
2,CALDWELL,37.1044799497,-87.8848925868,017 KY-139,017 KY-139,017 KY-293,017 KY-293
2,CALDWELL,37.1082940511,-87.9193190013,017 US-62,017 US-62,017 WALMART, 
2,CALDWELL,37.1174647618,-87.8971627433,017 US-62,017 US-62,017 PARKWAY DR,017 PARKWAY DR
2,CALDWELL,37.1102187463,-87.8838500085,017 US-62,017 US-62,017 SEMINARY ST,017 SEMINARY ST
2,CALDWELL,37.1092485749,-87.8833896809,017 US-62,017 US-62,017 HARRISON ST,017 HARRISON ST
2,CALDWELL,37.1129858897,-87.9013843817,017 US-62,017 US-62,017 PARKWAY DR,017 SHOPPING CENTER
2,CHRISTIAN,36.8788446057,-87.4954761956,024 KY-1007,024 KY-1007,024 GLASS AVE,024 GLASS AVE
2,CHRISTIAN,36.8676749179,-87.5023326027,024 KY-1007,024 KY-1007,024 15TH ST,024 15TH ST
2,CHRISTIAN,36.8630510586,-87.4905997589,024 KY-107,024 KY-107,024 KY-272,024 KY-272
2,CHRISTIAN,36.8630510586,-87.4905997589,024 KY-107,024 KY-107,024 KY-272,024 KY-272
2,CHRISTIAN,36.8426357931,-87.4984594306,024 KY-107,024 KY-107,024 KY-380,024 KY-380
2,CHRISTIAN,36.8555391998,-87.4935152428,024 KY-107,024 KY-107,024 EAST 21ST ST, 
2,CHRISTIAN,36.8626181178,-87.4895996297,024 KY-107,024 KY-107,024 KY-272,024 EAST 14TH ST
2,CHRISTIAN,36.893047106,-87.5133630397,024 KY-109,024 KY-109,024 KY-1682,024 KY-1682
2,CHRISTIAN,36.6587129024,-87.4126912745,024 KY-115,024 KY-115,024 KY-911,024 KY-911
2,CHRISTIAN,36.8603575435,-87.5168636642,024 KY-272,024 KY-272,024 KY-380,024 KY-380
2,CHRISTIAN,36.8606000122,-87.5035820395,024 KY-272,024 KY-272,024 KY-1007,024 CAMILLA DR
2,CHRISTIAN,36.8479371525,-87.511741352,024 KY-380,024 KY-380,024 KY-695,024 KY-695
2,CHRISTIAN,36.8867729647,-87.5202240558,024 KY-91,024 KY-91,024 KY-1682,024 KY-1682
2,CHRISTIAN,36.8507973866,-87.4710052742,024 US-41,024 US-41,024 KY-380,024 KY-380
2,CHRISTIAN,36.8634499492,-87.4841259615,024 US-41,024 US-41,024 KY-107,024 CAMPBELL ST
2,CHRISTIAN,36.8980366165,-87.4806514707,024 US-41,024 US-41,024 KY-1682,024 KY-1682
2,CHRISTIAN,36.8700228243,-87.4858084142,024 US-41,024 US-41,024 1ST ST,024 1ST ST
2,CHRISTIAN,36.8348739026,-87.4454939923,024 US-41,024 US-41,024 US-68B,024 US-68B
2,CHRISTIAN,36.8928281679,-87.480639368,024 US-41,024 US-41,024 KY-1007, 
2,CHRISTIAN,36.8651173245,-87.48787654,024 US-41,024 US-41,024 US-68,024 KY-107
2,CHRISTIAN,36.8665482935,-87.4882088051,024 US-41,024 US-41,024 7TH ST,024 7TH ST
2,CHRISTIAN,36.8655700585,-87.4888882271,024 US-41,024 US-68024 US-41-1,024 US-68,024 KY-107
2,CHRISTIAN,36.8760209526,-87.4832812912,024 US-41,024 US-41,024 GLASS AVE,024 GLASS AVE
2,CHRISTIAN,36.8453866521,-87.463438212,024 US-41,024 US-41,024 PENNYRILE PKWY RAMP, 
2,CHRISTIAN,36.8642614803,-87.4859791496,024 US-41,024 US-41,024 CLAY ST,024 CLAY ST
2,CHRISTIAN,36.8646944498,-87.4869583048,024 US-41,024 US-41,024 KY-2544,024 LIBERTY ST
2,CHRISTIAN,36.8676209418,-87.4861533709,024 US-41,024 US-41,024 KY-2544,024 KY-2544
2,CHRISTIAN,36.8660830434,-87.4871952118,024 US-41,024 US-41,024 7TH ST,024 7TH ST
2,CHRISTIAN,36.862838398,-87.4827293863,024 US-41,024 US-41,024 US-41A,
2,CHRISTIAN,36.8330748554,-87.4737643832,024 US-41A,024 US-41A,024 EDWARD T BREATHITT PKWY SB, 
2,CHRISTIAN,36.8302343403,-87.4731021801,024 US-41A,024 US-41A,024 EDWARD T BREATHITT PKWY NB, 
2,CHRISTIAN,36.9439205122,-87.4839013371,024 US-41A,024 US-41A,024 OLD WALMART, 
2,CHRISTIAN,36.8275998868,-87.4732150246,024 US-41A,024 US-41A,024 CLINIC DR,024 SIVELY LN
2,CHRISTIAN,36.6610140273,-87.4422952426,024 US-41A,024 US-41A,024 GATE 6, 
2,CHRISTIAN,36.6962462461,-87.4534226962,024 US-41A,024 US-41A,024 KY-117,024 KY-117
2,CHRISTIAN,36.6408475741,-87.4363157426,024 US-41A,024 US-41A,024 KY-400,024 KY-400
2,CHRISTIAN,36.8389918088,-87.4802893369,024 US-41A,024 US-41A,024 KY-380,024 OLD CLARKSVILLE PIKE
2,CHRISTIAN,36.841906231,-87.4835441802,024 US-41A,024 US-41A,024 KY-380,
2,CHRISTIAN,36.6763276989,-87.4465196485,024 US-41A,024 GATE 7, , 
2,CHRISTIAN,36.8186058867,-87.4723515081,024 US-41A,024 US-41A,024 US-68B,024 US-68B
2,CHRISTIAN,36.8201951529,-87.4725621645,024 US-41A,024 US-41A,024 SISK AUTO,024 LOWES
2,CHRISTIAN,36.7342109339,-87.4641190238,024 US-41A,024 US-41A,024 CRENSHAW BLVD,024 WALMART DISTRIBUTION CENTER
2,CHRISTIAN,36.6446535116,-87.4370859299,024 US-41A,024 US-41A,024 GATE 4, 
2,CHRISTIAN,36.6652758712,-87.4431246648,024 US-41A,024 US-41A,024 KY-911,024 KY-911
2,CHRISTIAN,36.6545456682,-87.4406747425,024 US-41A,024 US-41A,024 GATE 5, 
2,CHRISTIAN,36.7045580512,-87.4556414227,024 US-41A,024 US-41A,I-24 WB OFF RAMP,024 I-24 WB OFF RAMP
2,CHRISTIAN,36.8049182305,-87.4712833525,024 US-41A,024 US-41A,024 MURRAY ST,024 PAUL BERRY CIR
2,CHRISTIAN,36.6929324888,-87.4531853995,024 US-41A,024 US-41A,025 JW DICKSON DRIVE,024 JW DICKSON DRIVE
2,CHRISTIAN,36.8358803241,-87.476036461,024 US-41A,024 US-41A,024 BRADFORD SQUARE MALL NORTH, 
2,CHRISTIAN,36.6684923346,-87.4441108734,024 US-41A,024 US-41A,024 LEGION DR,024 SEGLER DR
2,CHRISTIAN,36.871244059,-87.4994975862,024 US-68,024 US-68,024 KY-1007,024 KY-1007
2,CHRISTIAN,36.8659580899,-87.489839462,024 US-68,024 US-68,024 BETHEL,024 BETHEL
2,CHRISTIAN,36.8740912308,-87.5463138674,024 US-68,024 US-68,024 US-68B,024 KY-1682
2,CHRISTIAN,36.8784967412,-87.5083897006,024 US-68,024 US-68,024 KY-109,
2,CHRISTIAN,36.8682281733,-87.4933848215,024 US-68,024 US-68,024 7TH ST,
2,CHRISTIAN,36.8216613867,-87.5047916486,024 US-68B,024 US-68B,024 KY-107,024 KY-107
2,CHRISTIAN,36.8281550433,-87.4537699621,024 US-68B,024 US-68B,024 KY-109,024 KY-109
2,CHRISTIAN,36.8340176373,-87.5294911018,024 US-68B,024 US-68B,024 KY-695,024 KY-695
2,CHRISTIAN,36.8568394341,-87.5526954461,024 US-68B,024 US-68B,024 KY-272,024 KY-272
2,CHRISTIAN,36.8183681113,-87.4844857124,024 US-68B,024 US-68B,EB-9004,
2,DAVIESS,37.7586678043,-87.1074345764,030 18TH ST,030 18TH ST,030 JR MILLER BLVD,030 JR MILLER BLVD
2,DAVIESS,37.7566978265,-87.1072483387,030 20TH ST,030 20TH ST,030 JR MILLER BLVD,030 JR MILLER BLVD
2,DAVIESS,37.7512627127,-87.1067440401,030 25TH ST,030 25TH ST,030 JR MILLER BLVD,030 JR MILLER BLVD
2,DAVIESS,37.7515997509,-87.1021188983,030 25TH ST,030 25TH ST,030 VEACH RD,030 VEACH RD
2,DAVIESS,37.7749655128,-87.1100232738,030 2ND ST,030 2ND ST,030 DAVIESS ST,030 DAVIESS ST
2,DAVIESS,37.7748377162,-87.112372133,030 2ND ST,030 2ND ST,030 SAINT ANNE ST,030 SAINT ANNE ST
2,DAVIESS,37.7749071536,-87.1112237579,030 2ND ST,030 2ND ST,030 ALLEN ST,030 ALLEN ST
2,DAVIESS,37.7735097937,-87.1416865546,030 2ND ST,030 2ND ST,030 EWING RD,030 EWING RD
2,DAVIESS,37.7754812158,-87.1008017109,030 2ND ST,030 2ND ST,030 BRECKENRIDGE,030 HATHAWAY
2,DAVIESS,37.7747694342,-87.1135373991,030 2ND ST,030 2ND ST,030 FREDERICA ST,030 FREDERICA ST
2,DAVIESS,37.7745751844,-87.1170161021,030 2ND ST,030 2ND ST,030 CEDAR ST,030 EXECUTIVE BLVD
2,DAVIESS,37.7746412882,-87.1158460628,030 2ND ST,030 2ND ST,030 LOCUST ST,
2,DAVIESS,37.7747002111,-87.1147457087,030 2ND ST,030 2ND ST,030 SAINT ELIZABETH ST,030 SAINT ELIZABETH ST
2,DAVIESS,37.7745071365,-87.1181942244,030 2ND ST,030 2ND ST,030 WALNUT ST,030 WALNUT ST
2,DAVIESS,37.7736376068,-87.1134411175,030 3RD ST,030 3RD ST,030 FREDERICA ST,030 FREDERICA ST
2,DAVIESS,37.773710362,-87.1122540201,030 3RD ST,030 3RD ST,030 SAINT ANN ST,030 SAINT ANN ST
2,DAVIESS,37.773839648,-87.1099362374,030 3RD ST,030 3RD ST,030 DAVIESS ST,030 DAVIESS ST
2,DAVIESS,37.773767618,-87.1111287322,030 3RD ST,030 3RD ST,030 ALLEN ST,030 ALLEN ST
2,DAVIESS,37.773513715,-87.1157325331,030 3RD ST,030 3RD ST,030 LOCUST ST,030 LOCUST ST
2,DAVIESS,37.7733522317,-87.099563196,030 4TH ST,030 4TH ST,030 BRECKENRIDGE ST,030 BRECKENRIDGE ST
2,DAVIESS,37.7724436221,-87.1156524295,030 4TH ST,030 4TH ST,030 LOCUST ST,030 LOCUST ST
2,DAVIESS,37.7724960752,-87.1486198518,030 4TH ST,030 4TH ST,030 CARTER RD,030 CARTER RD
2,DAVIESS,37.7730670597,-87.1041166958,030 4TH ST,030 4TH ST,030 TRIPLETT ST,030 TRIPLETT ST
2,DAVIESS,37.7776669187,-87.0873409145,030 4TH ST,030 4TH ST,030 BARTON BRANDS ENT,030 BARTON BRANDS ENT
