MUTCD_CD,SIGNDESCRI,CARDINAL_D,ASSEMBLY_I,MILEPOINT,ROUTE_ID,XCOORD,YCOORD
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412637,0.008000000000000,003-KY-0053  -000,-85.045801,37.975900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412873,0.033000000000000,003-KY-0053  -000,-85.053748,37.907300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412966,5.934000000000000,003-KY-0053  -000,-85.024287,37.959300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412632,8.521000000000001,003-KY-0053  -000,-85.059655,38.004500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,413202,0.030000000000000,003-KY-0326  -000,-84.905838,38.059800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412931,0.033000000000000,003-KY-0395  -000,-84.999689,38.011500
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412887,2.506000000000000,003-KY-0395  -000,-85.014762,38.037700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412925,2.510000000000000,003-KY-0395  -000,-85.014872,38.037700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL LEFT,412888,2.521000000000000,003-KY-0395  -000,-85.014998,38.038000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,413055,0.012000000000000,003-KY-0512  -000,-85.014684,38.038000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,413053,0.096000000000000,003-KY-0512  -000,-85.014671,38.039000
R1-1,Marker STOP  (Text) R1-1,MEDIAN,413091,1.761000000000000,003-KY-0512  -000,-84.935095,38.089200
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,413079,7.870000000000000,003-KY-0512  -000,-84.926969,38.078300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,413100,8.993000000000000,003-KY-0512  -000,-84.919678,38.098400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412408,0.051000000000000,003-KY-0513  -000,-84.965425,37.990700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412414,4.104000000000000,003-KY-0513  -000,-84.901550,37.973700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412463,5.473000000000000,003-KY-0513  -000,-84.878577,37.978700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,413719,5.482000000000000,003-KY-0513  -000,-84.873694,37.969900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412432,1.220000000000000,003-KY-0749  -000,-84.992638,37.968100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412419,1.254000000000000,003-KY-0749  -000,-84.993492,37.967000
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412446,4.162000000000000,003-KY-0749  -000,-84.900620,37.973300
R1-1,Marker STOP  (Text) R1-1,MEDIAN,412801,4.095000000000000,003-KY-1291  -000,-85.100791,37.939100
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412797,5.273000000000000,003-KY-1291  -000,-85.099722,37.939900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,413585,1.698000000000000,003-KY-1510  -000,-84.857439,38.041700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412531,1.643000000000000,003-KY-1579  -000,-85.138240,37.989900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412513,1.666000000000000,003-KY-1579  -000,-85.137640,37.991400
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412505,4.969000000000000,003-KY-1579  -000,-85.094118,38.016000
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,413038,2.850000000000000,003-KY-1875  -000,-85.000488,38.107800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412562,0.019000000000000,003-KY-3358  -000,-85.158705,37.927000
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412568,3.824000000000000,003-KY-3358  -000,-85.122657,37.953600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412472,0.013000000000000,003-KY-3359  -000,-84.904484,38.012400
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412482,1.050000000000000,003-KY-3359  -000,-84.889706,38.021300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412846,1.073000000000000,003-US-0062  -000,-85.141812,37.919100
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,412834,1.073000000000000,003-US-0062  -000,-85.142545,37.919600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412812,3.055000000000000,003-US-0062  -000,-85.115647,37.937700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL LEFT,412813,3.059000000000000,003-US-0062  -000,-85.115742,37.937600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,412639,8.499000000000001,003-US-0062  -000,-85.044880,37.975800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,413541,2.579000000000000,003-US-0127  -000,-84.878691,37.980900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,356572,8.315500000000000,004-KY-0121  -000,-89.082561,36.964100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,401355,0.014000000000000,004-KY-0310  -000,-88.941768,37.079600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,401348,1.973300000000000,004-KY-0310  -000,-88.967481,37.099100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,401711,0.007200000000000,004-KY-0358  -000,-88.934506,36.990400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,401574,7.987600000000000,004-KY-0358  -000,-88.973008,37.072800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,401499,13.543600000000000,004-KY-0358  -000,-88.940821,37.145600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,401484,15.970100000000000,004-KY-0358  -000,-88.924707,37.178500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,402016,0.000000000000000,004-KY-0473  -000,-88.877048,37.097600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,401996,0.014000000000000,004-KY-0473  -000,-88.889576,36.991500
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,401877,7.558200000000000,004-KY-0473  -000,-88.886615,37.082000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,402002,7.571100000000000,004-KY-0473  -000,-88.884722,37.081600
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,401927,14.804500000000001,004-KY-0473  -000,-88.946024,37.146200
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,402076,14.818400000000000,004-KY-0473  -000,-88.946192,37.146200
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,401944,17.247699999999998,004-KY-0473  -000,-88.941071,37.180200
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,401965,24.320699999999999,004-KY-0473  -000,-89.003223,37.152800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,402552,0.005200000000000,004-KY-0802  -000,-88.970354,36.931900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,402434,0.847300000000000,004-KY-0802  -000,-88.965575,36.943100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,402542,0.859700000000000,004-KY-0802  -000,-88.965673,36.943300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,402457,4.508700000000000,004-KY-0802  -000,-88.952598,36.988700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,402513,4.524000000000000,004-KY-0802  -000,-88.952735,36.988900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,402496,12.025100000000000,004-KY-0802  -000,-88.975715,37.071800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,403246,0.005200000000000,004-KY-1105  -000,-89.043995,37.051700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,403185,11.664899999999999,004-KY-1105  -000,-88.946349,37.146100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,410386,11.675000000000001,004-KY-1105  -000,-88.945958,37.146100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,403567,0.014300000000000,004-KY-1186  -000,-89.085469,36.974500
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,403556,1.868400000000000,004-KY-1186  -000,-89.074135,36.990300
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,403606,0.006900000000000,004-KY-1279  -000,-89.062346,36.970100
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,403605,0.378200000000000,004-KY-1279  -000,-89.061466,36.975500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,403662,0.009000000000000,004-KY-1280  -000,-89.028346,36.994900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,403650,2.461400000000000,004-KY-1280  -000,-89.057215,37.017300
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,403816,0.083500000000000,004-KY-1290  -000,-89.086382,36.965700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,403779,9.091799999999999,004-KY-1290  -000,-88.981652,37.041000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,403981,0.004900000000000,004-KY-1367  -000,-88.831096,36.968700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,403968,3.213000000000000,004-KY-1367  -000,-88.852225,37.005100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,404029,0.005400000000000,004-KY-1368  -000,-89.056547,37.022100
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,404003,4.594600000000000,004-KY-1368  -000,-88.987132,37.030400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,404466,0.008200000000000,004-KY-1563  -000,-88.901538,37.123500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,404940,0.005600000000000,004-KY-1774  -000,-88.967988,37.075200
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,404942,0.010800000000000,004-KY-1774  -000,-88.970424,37.073600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,404941,0.095800000000000,004-KY-1774  -000,-88.970464,37.074800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,404948,0.005900000000000,004-KY-1776  -000,-89.048460,37.053000
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,404943,0.080800000000000,004-KY-1776  -000,-89.047069,37.053100
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,404945,0.166900000000000,004-KY-1776  -000,-89.047123,37.051900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,404944,0.167900000000000,004-KY-1776  -000,-89.047041,37.051900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,404951,0.903700000000000,004-KY-1782  -000,-88.924906,37.178400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,404954,1.429300000000000,004-KY-1782  -000,-88.921334,37.185400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,404966,0.010000000000000,004-KY-1791  -000,-88.887070,37.082300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,404962,0.156000000000000,004-KY-1791  -000,-88.886897,37.084500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,404965,0.168400000000000,004-KY-1791  -000,-88.886863,37.084700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,404964,0.362100000000000,004-KY-1791  -000,-88.883354,37.084500
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,405127,8.186100000000000,004-KY-1837  -000,-88.830435,36.967400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,405135,8.198499999999999,004-KY-1837  -000,-88.828332,36.969500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,405394,0.006900000000000,004-KY-2532  -000,-88.861954,37.005200
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,405371,0.088700000000000,004-KY-2532  -000,-88.868335,37.076500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,405384,2.513900000000000,004-KY-2532  -000,-88.863860,37.036300
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,405375,5.274000000000000,004-KY-2532  -000,-88.870851,37.077400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,350799,3.647100000000000,004-US-0051  -000,-89.088703,36.968600
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,350905,6.388800000000000,004-US-0060  -000,-89.047033,37.051600
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,350907,6.404100000000000,004-US-0060  -000,-89.046974,37.051800
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,350350,1.213200000000000,004-US-0062  -000,-88.830932,36.968600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,350376,1.216100000000000,004-US-0062  -000,-88.831103,36.968700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL OVERHEAD,350374,1.217100000000000,004-US-0062  -000,-88.831083,36.968700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304284,14.445000000000000,005-KY-0063  -000,-85.911460,36.992600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304017,14.510999999999999,005-KY-0063  -000,-85.912580,36.992900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306248,1.618000000000000,005-KY-0070  -000,-86.038850,37.135700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306971,11.811999999999999,005-KY-0070  -000,-85.871330,37.113000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303494,11.910000000000000,005-KY-0070  -000,-85.869560,37.112900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,303395,15.096000000000000,005-KY-0070  -000,-85.814940,37.100900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303472,15.153000000000000,005-KY-0070  -000,-85.813950,37.100700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305467,12.212999999999999,005-KY-0087  -000,-86.052800,36.853400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304316,11.214000000000000,005-KY-0090  -000,-85.894270,36.982700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305590,8.718000000000000,005-KY-0249  -000,-85.925660,36.887400
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305748,15.976000000000001,005-KY-0249  -000,-85.913600,36.987900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305543,16.081000000000000,005-KY-0249  -000,-85.914020,36.989100
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304854,4.603000000000000,005-KY-0252  -000,-86.071680,36.938500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL LEFT,304854,4.603000000000000,005-KY-0252  -000,-86.071680,36.938500
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304879,9.914999999999999,005-KY-0252  -000,-85.982590,36.944000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL LEFT,304880,9.980000000000000,005-KY-0252  -000,-85.981590,36.943500
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304886,11.076000000000001,005-KY-0252  -000,-85.965800,36.951700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306738,0.019000000000000,005-KY-0255  -000,-86.054180,37.097200
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305916,3.275000000000000,005-KY-0255  -000,-86.066890,36.981900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305902,3.312000000000000,005-KY-0255  -000,-86.066700,36.982400
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305924,6.260000000000000,005-KY-0255  -000,-86.059400,37.022400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305943,6.330000000000000,005-KY-0255  -000,-86.059120,37.023300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305936,8.162000000000001,005-KY-0255  -000,-86.059240,37.049100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306073,11.252000000000001,005-KY-0255  -000,-86.053470,37.090200
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306745,11.867000000000001,005-KY-0255  -000,-86.052560,37.094200
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303464,0.119000000000000,005-KY-0314  -000,-85.795120,37.087900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306649,0.029000000000000,005-KY-0335  -000,-85.947340,37.143500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303610,0.074000000000000,005-KY-0571  -000,-85.778440,37.138900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305991,0.092000000000000,005-KY-0685  -000,-86.035980,36.985500
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305956,2.298000000000000,005-KY-0685  -000,-86.024070,37.014500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305987,2.473000000000000,005-KY-0685  -000,-86.024100,37.016900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305964,5.000000000000000,005-KY-0685  -000,-86.013810,37.052000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305979,5.112000000000000,005-KY-0685  -000,-86.012860,37.053400
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305973,9.175000000000001,005-KY-0685  -000,-85.975520,37.097400
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306215,9.337999999999999,005-KY-0685  -000,-85.973930,37.096500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306201,9.420000000000000,005-KY-0685  -000,-85.972520,37.096500
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306192,12.972000000000000,005-KY-0685  -000,-85.931630,37.121600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303659,0.175000000000000,005-KY-0740  -000,-85.877220,37.013100
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,303549,7.387000000000000,005-KY-0740  -000,-85.814910,37.099700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303626,7.492000000000000,005-KY-0740  -000,-85.813960,37.101000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304237,0.018000000000000,005-KY-0820  -000,-85.917360,36.840700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304263,6.155000000000000,005-KY-0820  -000,-85.830090,36.820000
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,303856,6.697000000000000,005-KY-0839  -000,-85.802040,36.921700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305484,5.070000000000000,005-KY-0921  -000,-85.973390,36.798400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305510,5.206000000000000,005-KY-0921  -000,-85.970100,36.798900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305497,9.000000000000000,005-KY-0921  -000,-85.916940,36.821600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303915,0.091000000000000,005-KY-1307  -000,-85.790030,36.947200
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303997,3.071000000000000,005-KY-1307  -000,-85.828770,36.970500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303991,4.185000000000000,005-KY-1307  -000,-85.834990,36.982400
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,303959,8.488000000000000,005-KY-1307  -000,-85.896300,37.001100
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304665,1.615000000000000,005-KY-1318  -000,-86.045520,36.886900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304659,2.303000000000000,005-KY-1318  -000,-86.036730,36.891600
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304674,3.141000000000000,005-KY-1318  -000,-86.023740,36.886200
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304691,3.254000000000000,005-KY-1318  -000,-86.022920,36.884500
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304680,6.406000000000000,005-KY-1318  -000,-85.970830,36.876700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304687,6.501000000000000,005-KY-1318  -000,-85.969150,36.876800
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304685,7.759000000000000,005-KY-1318  -000,-85.947810,36.876900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,305608,9.367000000000001,005-KY-1318  -000,-85.926870,36.886800
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304221,6.715000000000000,005-KY-1324  -000,-85.843230,36.884600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303888,0.095000000000000,005-KY-1330  -000,-85.813450,36.932800
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306044,0.878000000000000,005-KY-1339  -000,-86.060780,37.049000
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304874,2.083000000000000,005-KY-1342  -000,-86.002560,36.945100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305041,0.011000000000000,005-KY-1519  -000,-85.874720,36.991900
R1-1,Marker STOP  (Text) R1-1,MEDIAN,305040,0.039000000000000,005-KY-1519  -000,-85.874840,36.992300
R1-1,Marker STOP  (Text) R1-1,CARDINAL LEFT,305035,0.123000000000000,005-KY-1519  -000,-85.875210,36.993500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL LEFT,305051,0.478000000000000,005-KY-1519  -000,-85.875730,36.996200
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305052,0.479000000000000,005-KY-1519  -000,-85.875740,36.996300
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304838,1.164000000000000,005-KY-2065  -000,-86.106910,36.910600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,303538,0.087000000000000,005-KY-2131  -000,-85.850420,37.054800
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,303532,3.962000000000000,005-KY-2131  -000,-85.794480,37.081200
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306210,0.046000000000000,005-KY-2143  -000,-85.987320,37.111700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306040,0.009000000000000,005-KY-2189  -000,-85.991150,37.016400
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306001,1.390000000000000,005-KY-2189  -000,-86.001020,37.033200
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306031,1.516000000000000,005-KY-2189  -000,-86.002300,37.034700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306005,2.967000000000000,005-KY-2189  -000,-86.013310,37.052100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306029,3.064000000000000,005-KY-2189  -000,-86.014160,37.053300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306010,3.694000000000000,005-KY-2189  -000,-86.017570,37.061600
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306011,3.739000000000000,005-KY-2189  -000,-86.017380,37.062300
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306026,3.780000000000000,005-KY-2189  -000,-86.017230,37.062900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306025,3.853000000000000,005-KY-2189  -000,-86.016960,37.063900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,306019,5.990000000000000,005-KY-2189  -000,-86.023810,37.092700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,306234,0.074000000000000,005-KY-2195  -000,-85.946300,37.129500
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304015,0.073000000000000,005-KY-2198  -000,-85.865080,36.962600
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304767,0.058000000000000,005-KY-2207  -000,-86.004150,36.948700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305879,0.008000000000000,005-KY-2240  -000,-86.120420,36.982000
R1-1,Marker STOP  (Text) R1-1,CARDINAL LEFT,305896,3.116000000000000,005-KY-2240  -000,-86.108620,37.023100
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,305537,0.008000000000000,005-KY-3179  -000,-85.980280,36.805300
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304457,12.522000000000000,005-US-0031E -010,-85.933919,36.978800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304440,1.006000000000000,005-US-0031EX-000,-85.916360,36.990300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304413,1.396000000000000,005-US-0031EX-000,-85.912440,36.994900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304418,1.444000000000000,005-US-0031EX-000,-85.912000,36.995700
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,304430,1.420000000000000,005-US-0031EX-001,-85.912920,36.995300
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,304934,12.145000000000000,005-US-0068  -000,-85.922890,37.029900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,240568,1.111000000000000,006-KY-0011  -000,-83.947728,38.177000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,240705,3.248000000000000,006-KY-0011  -000,-83.929564,38.202800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,241022,3.739000000000000,006-KY-0011  -000,-83.921948,38.206900
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,240815,7.516000000000000,006-KY-0011  -000,-83.876344,38.243100
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,240512,0.855000000000000,006-KY-0036  -000,-83.904618,38.234700
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,241026,0.990000000000000,006-KY-0036  -000,-83.920758,38.206000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,241017,0.991000000000000,006-KY-0036  -000,-83.920298,38.205900
R1-1,Marker STOP  (Text) R1-1,CARDINAL LEFT,241019,0.992000000000000,006-KY-0036  -000,-83.920651,38.206000
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,241027,0.997000000000000,006-KY-0036  -000,-83.920428,38.205800
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,240831,2.892000000000000,006-KY-0036  -000,-83.886299,38.202400
R1-1,Marker STOP  (Text) R1-1,CARDINAL RIGHT,241127,11.833000000000000,006-KY-0036  -000,-83.760239,38.147900
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,241655,17.088999999999999,006-KY-0036  -000,-83.701801,38.104000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,241443,20.500000000000000,006-KY-0036  -000,-83.673154,38.062000
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,242080,23.373999999999999,006-KY-0036  -000,-83.636986,38.033400
R1-1,Marker STOP  (Text) R1-1,NON CARDINAL RIGHT,241196,0.100000000000000,006-KY-0111  -000,-83.752141,38.149900
